,단어명,빈도수
862,교체,23
863,자택,23
864,필요,23
865,측근,23
866,산업,23
867,대강,23
868,강풍,23
869,진술,23
870,문무,23
871,수도,23
872,몸,23
873,중부,23
874,무료,23
875,스님,23
876,신생아,23
877,통합,23
878,노사,23
879,예비,23
880,응원단,23
881,자치,22
882,광고,22
883,접촉,22
884,성매매,22
885,창원,22
886,고시원,22
887,기획,22
888,강도,22
889,출근,22
890,경찰청장,22
891,개정,22
892,선거법,22
893,경,22
894,이웃,22
895,방화,22
896,배당,22
897,전원,22
898,자녀,22
899,죄,22
900,답,22
901,파견,22
902,파면,22
903,수준,22
904,인천공항,22
905,예고,22
906,개방,22
907,새벽,22
908,부부,22
909,사용,22
910,재산,22
911,고통,22
912,재심,22
913,김명수,22
914,수색,22
915,게임,22
916,분향소,22
917,전주,22
918,민간인,22
919,독립,22
920,보고서,22
921,퇴직,22
922,박종철,22
923,밥,21
924,집중,21
925,폐,21
926,모집,21
927,농도,21
928,대신,21
929,여고,21
930,경험,21
931,마스크,21
932,우선,21
933,중심,21
934,투입,21
935,북부,21
936,해임,21
937,혐오,21
938,부실,21
939,꽃,21
940,수용,21
941,수수,21
942,제공,21
943,허가,21
944,월요일,21
945,사무실,21
946,파주,21
947,직,21
948,정시,21
949,조현오,21
950,위원회,21
951,대피,21
952,피,21
953,최종,21
954,꼼수,21
955,생각,21
956,파괴,21
957,여론,21
958,효과,21
959,시동,21
960,화장실,21
961,폭설,21
962,외국인,21
963,남경필,21
964,여름,21
965,뿌리,21
966,도지사,21
967,소나기,21
968,시청,20
969,마리,20
970,소녀,20
971,독일,20
972,먼저,20
973,평균,20
974,파문,20
975,회복,20
976,폐쇄,20
977,노량진,20
978,상징,20
979,종,20
980,찬성,20
981,폭발,20
982,축소,20
983,연금,20
984,계엄,20
985,청,20
986,방문,20
987,공모,20
988,변화,20
989,과태료,20
990,감,20
991,김해,20
992,섬,20
993,제안,20
994,귀가,20
995,방치,20
996,시인,20
997,휴가,20
998,상습,20
999,범위,20
