,단어명,빈도수
617,그림,5
618,김정태,5
619,상생,5
620,제재,5
621,심의,5
622,린다,5
623,공정,5
624,방탄소년단,5
625,독서실,5
626,나눔,5
627,역량,5
628,미흡,5
629,대리,5
630,사용자,5
631,신뢰,5
632,회계,5
633,라인,5
634,방지,5
635,장기,5
636,역할,5
637,호기,5
638,요청,5
639,불황,5
640,호텔,5
641,역사,5
642,통해,5
643,관행,5
644,상용,5
645,프로그램,5
646,예상,5
647,도약,5
648,목표,5
649,달성,5
650,협상,5
651,남북관계,5
652,비트코인,5
653,조금,5
654,소개,5
655,제휴,5
656,취임,5
657,프랜차이즈,5
658,대규모,5
659,불안,5
660,투자자,5
661,반대,5
662,수주,5
663,기회,5
664,코스닥,5
665,이명희,5
666,연루,5
667,인증,5
668,타워,5
669,관광,5
670,매입,5
671,보유,5
672,단순,5
673,공유,5
674,가속,5
675,면담,5
676,친환경,5
677,이란,5
678,정규직,5
679,전문,5
680,주요,5
681,주주,5
682,보복,5
683,경고,5
684,의견,5
685,조절,5
686,부사,5
687,유해,5
688,농산물,5
689,휘발유,5
690,스토어,5
691,청약,5
692,먹통,5
693,양극화,5
694,기능,5
695,조선업,5
696,점수,5
697,시행,5
698,단체,5
699,인공,5
700,지능,5
701,허위,5
702,서울대,5
703,아웃,5
704,원가,5
705,소비자,5
706,가족,5
707,적자,5
708,프로모션,5
709,다음,5
710,이건희,5
711,윤석,5
712,즉시,5
713,비밀,5
714,타결,5
715,가나,5
716,통신,5
717,상금,4
718,방향,4
719,보완,4
720,딜레마,4
721,집행,4
722,뱅킹,4
723,부정,4
724,후계,4
725,지주사,4
726,해법,4
727,감사원,4
728,한전,4
729,대체,4
730,출국,4
731,뷰티,4
732,예고,4
733,택배,4
734,한수원,4
735,하도급,4
736,대금,4
737,노선,4
738,상황,4
739,특혜,4
740,외부,4
741,행보,4
742,가장,4
743,진흥,4
744,음료,4
745,상담,4
746,이하,4
747,조직,4
748,노동,4
749,공감,4
750,소형,4
751,거리,4
752,둔화,4
753,대화,4
754,운항,4
755,복합,4
756,열사,4
757,마무리,4
758,하반기,4
759,대진,4
760,그린,4
761,맞춤,4
762,저축,4
763,감시,4
764,보고,4
765,휴가,4
766,감독,4
767,마이,4
768,주유소,4
769,인수,4
770,저축은행,4
771,특수,4
772,보료,4
773,반덤핑,4
774,로봇,4
775,위축,4
776,공시,4
777,아파트,4
778,깜깜,4
779,운명,4
780,사건,4
781,대회,4
782,후원,4
783,우유,4
784,청소년,4
785,농가,4
786,배터리,4
787,비용,4
788,증권사,4
789,기소,4
790,기여,4
791,주의보,4
792,불공정,4
793,어린이집,4
794,보장,4
795,기준금리,4
796,작심,4
797,부작용,4
798,코인,4
799,가전,4
800,휴대,4
801,채굴,4
802,우드,4
803,펀딩,4
804,우체국,4
805,관건,4
806,급식,4
807,전달,4
808,수도,4
809,주행,4
810,시범,4
811,장사,4
812,감사,4
813,예금,4
814,금제,4
815,청원,4
816,서울시,4
817,성과급,4
818,동영상,4
819,환전,4
820,열차,4
821,권고,4
822,지시,4
823,공식,4
824,일반,4
825,이전,4
826,빅데이터,4
827,폭풍,4
828,상호금융,4
829,워크숍,4
830,스킨,4
831,실내,4
832,경제부총리,4
833,골프,4
834,케어,4
835,얼마,4
836,학교,4
837,해고,4
838,신임,4
839,의자,4
840,청구,4
841,매트리스,4
842,품목,4
843,노비타,4
844,구속,4
845,사기,4
846,공동,4
847,텔레콤,4
848,동반,4
849,생리대,4
850,활동,4
851,상반기,4
852,위원회,4
853,대륙,4
854,신약,4
855,벤처기업,4
856,체류,4
857,강세,4
858,시험,4
859,임시,4
860,불확실,4
861,자본,4
862,갑질,4
863,일손,4
864,돕기,4
865,백화점,4
866,공익,4
867,재단,4
868,차입,4
869,영진,4
870,공기청정기,4
871,여객,4
872,통화,4
873,전력,4
874,선언,4
875,인천,4
876,공인,4
877,포함,4
878,예약,4
879,고령,4
880,컨설팅,4
881,항공기,4
882,전통,4
883,자원,4
884,줄줄이,4
885,방위,4
886,횡령,4
887,행정,4
888,결과,4
889,작업,4
890,데이터,4
891,재산,4
892,대법,4
893,심각,4
894,재건축,4
895,폭행,4
896,걱정,4
897,실수,4
898,희비,4
899,대감,4
900,대박,4
901,연구,4
902,어린이날,4
903,직업,4
904,동결,4
905,예술,4
906,부활,4
907,파악,4
908,소탈,4
909,상조,4
910,분할,4
911,창립,4
912,노후,4
913,크게,4
914,인구,4
915,서류,4
916,노인,4
917,피해자,4
918,결혼,4
919,예정,4
920,관세청장,4
921,반토막,4
922,수요,4
923,날개,4
924,마리,4
925,대학,4
926,물산,4
927,협의,4
928,시민단체,4
929,더블,4
930,어디,4
931,파국,4
932,외식,4
933,총재,4
934,결렬,4
935,한미,4
936,정권,4
937,침체,3
938,정비,3
939,동시,3
940,악화,3
941,기업인,3
942,대한민국,3
943,으뜸,3
944,여론,3
945,실직,3
946,월간,3
947,접속,3
948,시도,3
949,신동주,3
950,무선,3
951,청소기,3
952,맥스,3
953,로부터,3
954,장마철,3
955,급감,3
956,필수품,3
