,경제단어
6233,"('납부', 1)"
6234,"('낙오', 1)"
6235,"('정유경', 1)"
6236,"('저승사자', 1)"
6237,"('헤비', 1)"
6238,"('에이본', 1)"
6239,"('신분당선', 1)"
6240,"('미금역', 1)"
6241,"('대주', 1)"
6242,"('요거트', 1)"
6243,"('머리핀', 1)"
6244,"('황당', 1)"
6245,"('후진국', 1)"
6246,"('조약', 1)"
6247,"('여직원', 1)"
6248,"('구의', 1)"
6249,"('버전', 1)"
6250,"('미얀마', 1)"
6251,"('조립', 1)"
6252,"('응대', 1)"
6253,"('몰상식', 1)"
6254,"('테이', 1)"
6255,"('목영준', 1)"
6256,"('헌법재판관', 1)"
6257,"('촉발', 1)"
6258,"('지정학적', 1)"
6259,"('염불', 1)"
6260,"('막말', 1)"
6261,"('방음', 1)"
6262,"('점진', 1)"
6263,"('모스크바', 1)"
6264,"('영화제', 1)"
6265,"('전야제', 1)"
6266,"('캐스팅', 1)"
6267,"('아름이', 1)"
6268,"('행정소송', 1)"
6269,"('스노', 1)"
6270,"('구동', 1)"
6271,"('박명', 1)"
6272,"('중도', 1)"
6273,"('일우재단', 1)"
6274,"('불법승', 1)"
6275,"('특권', 1)"
6276,"('실차', 1)"
6277,"('쩐', 1)"
6278,"('수년', 1)"
6279,"('데드라인', 1)"
6280,"('전력거래소', 1)"
6281,"('외압설', 1)"
6282,"('어기', 1)"
6283,"('에밀리', 1)"
6284,"('법정공휴일', 1)"
6285,"('유급', 1)"
6286,"('흑역사', 1)"
6287,"('추심', 1)"
6288,"('물색', 1)"
6289,"('승연', 1)"
6290,"('거론', 1)"
6291,"('방미', 1)"
6292,"('데이터베이스', 1)"
6293,"('부패', 1)"
6294,"('목격', 1)"
6295,"('흐릿', 1)"
6296,"('표적', 1)"
6297,"('교차', 1)"
6298,"('노골', 1)"
6299,"('비방', 1)"
6300,"('플라자', 1)"
6301,"('입원', 1)"
6302,"('감기', 1)"
6303,"('다세대', 1)"
6304,"('경위', 1)"
6305,"('밀지', 1)"
6306,"('졸졸', 1)"
6307,"('합법', 1)"
6308,"('보름', 1)"
6309,"('불명예', 1)"
6310,"('표준화', 1)"
6311,"('상표', 1)"
6312,"('협동', 1)"
6313,"('남매', 1)"
6314,"('손떼', 1)"
6315,"('권오갑', 1)"
6316,"('해운업', 1)"
6317,"('탄소', 1)"
6318,"('토큰', 1)"
6319,"('노미', 1)"
6320,"('가식', 1)"
6321,"('재규어', 1)"
6322,"('대기발령', 1)"
6323,"('이메일', 1)"
6324,"('퇴직금', 1)"
6325,"('서약', 1)"
6326,"('군사기술', 1)"
6327,"('무대', 1)"
6328,"('창의성', 1)"
6329,"('노장', 1)"
6330,"('배구', 1)"
6331,"('속공', 1)"
6332,"('안갯속', 1)"
6333,"('이직', 1)"
6334,"('급거', 1)"
6335,"('면피', 1)"
6336,"('속셈', 1)"
6337,"('내사', 1)"
6338,"('재해', 1)"
6339,"('보답', 1)"
6340,"('중국인', 1)"
6341,"('블락', 1)"
6342,"('기법', 1)"
6343,"('텔레', 1)"
6344,"('퍼블릭', 1)"
6345,"('외화채권', 1)"
6346,"('애착', 1)"
6347,"('버', 1)"
6348,"('영주공장', 1)"
6349,"('약품', 1)"
6350,"('문제점', 1)"
6351,"('반말', 1)"
6352,"('미스릴', 1)"
6353,"('구경', 1)"
6354,"('부산시', 1)"
6355,"('화', 1)"
6356,"('정수', 1)"
6357,"('김성진', 1)"
6358,"('매맷값', 1)"
6359,"('알권리', 1)"
6360,"('봇', 1)"
6361,"('종업원', 1)"
6362,"('한류', 1)"
6363,"('강풍', 1)"
6364,"('생기', 1)"
6365,"('김대철', 1)"
6366,"('생체인증', 1)"
6367,"('당일', 1)"
6368,"('스틸', 1)"
6369,"('투어', 1)"
6370,"('저렴', 1)"
6371,"('엔씨', 1)"
6372,"('자지', 1)"
6373,"('정련', 1)"
6374,"('블라디보스토크', 1)"
6375,"('길이', 1)"
6376,"('연기금', 1)"
6377,"('오희', 1)"
6378,"('온난화', 1)"
6379,"('재배', 1)"
6380,"('정선', 1)"
6381,"('복숭아', 1)"
6382,"('충주', 1)"
6383,"('왕성', 1)"
6384,"('무보', 1)"
6385,"('진미', 1)"
6386,"('베리', 1)"
6387,"('요타', 1)"
6388,"('산후조리원', 1)"
6389,"('산모', 1)"
6390,"('급매', 1)"
6391,"('발각', 1)"
6392,"('비탈', 1)"
6393,"('릭', 1)"
6394,"('희구', 1)"
6395,"('전선', 1)"
6396,"('광케이블', 1)"
6397,"('골프대회', 1)"
6398,"('탁원', 1)"
6399,"('마구', 1)"
6400,"('샛길', 1)"
6401,"('달갑', 1)"
6402,"('코크', 1)"
6403,"('영화관', 1)"
6404,"('불호령', 1)"
6405,"('인지', 1)"
6406,"('상소', 1)"
6407,"('생산력', 1)"
6408,"('무너', 1)"
6409,"('에버', 1)"
6410,"('정영철', 1)"
6411,"('펜스', 1)"
6412,"('오븐', 1)"
6413,"('프로젝터', 1)"
6414,"('스팅어', 1)"
6415,"('디자인상', 1)"
6416,"('최우수상', 1)"
6417,"('보아오', 1)"
6418,"('개막전', 1)"
6419,"('만류', 1)"
6420,"('외국환', 1)"
6421,"('붐', 1)"
6422,"('전성', 1)"
6423,"('회계감사인', 1)"
6424,"('눈높이', 1)"
6425,"('죄송', 1)"
6426,"('일파', 1)"
6427,"('파상', 1)"
6428,"('상조', 1)"
6429,"('메신저', 1)"
6430,"('내용', 1)"
6431,"('도청', 1)"
6432,"('특전', 1)"
6433,"('노동부', 1)"
6434,"('송도', 1)"
6435,"('중심지', 1)"
6436,"('아트', 1)"
6437,"('윈', 1)"
6438,"('폭스콘', 1)"
6439,"('타운하우스', 1)"
6440,"('선금', 1)"
6441,"('일자', 1)"
6442,"('방교', 1)"
6443,"('부세', 1)"
6444,"('교부', 1)"
6445,"('배기가스', 1)"
6446,"('장소', 1)"
6447,"('관람', 1)"
6448,"('기습', 1)"
6449,"('일색', 1)"
6450,"('공장폐쇄', 1)"
6451,"('상중', 1)"
6452,"('점거', 1)"
6453,"('극한', 1)"
6454,"('난치', 1)"
6455,"('암', 1)"
6456,"('이상주', 1)"
6457,"('경악', 1)"
6458,"('휴식시간', 1)"
6459,"('체포', 1)"
6460,"('상실', 1)"
6461,"('박상우', 1)"
6462,"('촬영', 1)"
6463,"('다현', 1)"
6464,"('대차', 1)"
6465,"('조달', 1)"
6466,"('제때', 1)"
6467,"('섬', 1)"
6468,"('소설', 1)"
6469,"('천연가스', 1)"
6470,"('마음대로', 1)"
6471,"('게시', 1)"
6472,"('전향', 1)"
6473,"('립', 1)"
6474,"('여행지', 1)"
6475,"('폴란드', 1)"
6476,"('바르샤바', 1)"
6477,"('단일', 1)"
6478,"('김규', 1)"
6479,"('잠재력', 1)"
6480,"('어벤저스', 1)"
6481,"('임의', 1)"
6482,"('임시조치', 1)"
6483,"('여윳돈', 1)"
6484,"('진보주의자', 1)"
6485,"('미보', 1)"
6486,"('오포', 1)"
6487,"('에어로', 1)"
6488,"('환대', 1)"
6489,"('자사', 1)"
6490,"('깔창', 1)"
6491,"('다검', 1)"
6492,"('김종호', 1)"
6493,"('산이', 1)"
6494,"('중첩', 1)"
6495,"('겹겹이', 1)"
6496,"('김병호', 1)"
6497,"('의미', 1)"
6498,"('심장', 1)"
6499,"('모주', 1)"
6500,"('된장찌개', 1)"
6501,"('설렁탕', 1)"
6502,"('루브리컨츠', 1)"
6503,"('수감', 1)"
6504,"('최고급', 1)"
6505,"('세단', 1)"
6506,"('미시간주', 1)"
6507,"('변전소', 1)"
6508,"('마구잡이', 1)"
6509,"('에너지스타', 1)"
6510,"('권오현', 1)"
6511,"('토막', 1)"
6512,"('짱', 1)"
6513,"('박자', 1)"
6514,"('집장', 1)"
6515,"('옆구리', 1)"
6516,"('쿡', 1)"
6517,"('넛', 1)"
6518,"('수산화', 1)"
6519,"('운영체계', 1)"
6520,"('김정렬', 1)"
6521,"('검정고시', 1)"
6522,"('마르크스', 1)"
6523,"('용해', 1)"
6524,"('개헌', 1)"
6525,"('저지', 1)"
6526,"('스크럼', 1)"
6527,"('조인식', 1)"
6528,"('순직', 1)"
6529,"('소방관', 1)"
6530,"('정주영', 1)"
6531,"('간척지', 1)"
6532,"('곰돌이', 1)"
6533,"('본능', 1)"
6534,"('탈퇴운동', 1)"
6535,"('항쟁', 1)"
6536,"('희생', 1)"
6537,"('플렉스', 1)"
6538,"('워시', 1)"
6539,"('템', 1)"
6540,"('성원', 1)"
6541,"('부탁', 1)"
6542,"('현수', 1)"
6543,"('김민철', 1)"
6544,"('이동성', 1)"
6545,"('저격수', 1)"
6546,"('오뚜기', 1)"
6547,"('쫄면', 1)"
6548,"('막국수', 1)"
6549,"('승진도', 1)"
6550,"('지킴', 1)"
6551,"('노동운동', 1)"
6552,"('서평', 1)"
6553,"('방북때', 1)"
6554,"('이스타항공', 1)"
6555,"('방법', 1)"
6556,"('금융감독원장', 1)"
6557,"('갈림길', 1)"
6558,"('참모', 1)"
6559,"('금융정보분석원', 1)"
6560,"('김근', 1)"
6561,"('부단장', 1)"
6562,"('퍼나르', 1)"
6563,"('소지섭', 1)"
6564,"('납세', 1)"
6565,"('자상', 1)"
6566,"('로보틱스', 1)"
6567,"('이석주', 1)"
6568,"('본연', 1)"
6569,"('충실', 1)"
6570,"('분거', 1)"
6571,"('실체', 1)"
6572,"('리보', 1)"
6573,"('이참', 1)"
6574,"('이재영', 1)"
6575,"('톤청', 1)"
6576,"('마스크', 1)"
6577,"('정표', 1)"
6578,"('건국대', 1)"
6579,"('자장가', 1)"
6580,"('주기도', 1)"
6581,"('김포공항', 1)"
6582,"('종양', 1)"
6583,"('수술', 1)"
6584,"('설정', 1)"
6585,"('실리콘밸리', 1)"
6586,"('조인트', 1)"
6587,"('임대차', 1)"
6588,"('왓슨스', 1)"
6589,"('랄라블라', 1)"
6590,"('테이크', 1)"
6591,"('밀스', 1)"
6592,"('국민소득', 1)"
6593,"('출처', 1)"
6594,"('환경오염', 1)"
6595,"('트리', 1)"
6596,"('사산', 1)"
6597,"('어음', 1)"
6598,"('이스트소프트', 1)"
6599,"('시안', 1)"
6600,"('낙찰', 1)"
6601,"('힐스테이트', 1)"
6602,"('리버', 1)"
6603,"('매머드', 1)"
6604,"('임원후', 1)"
6605,"('보도', 1)"
6606,"('득실', 1)"
6607,"('협조', 1)"
6608,"('스페셜', 1)"
6609,"('포블레노우', 1)"
6610,"('구제역', 1)"
6611,"('백신', 1)"
6612,"('미접', 1)"
6613,"('이시형', 1)"
6614,"('피팅', 1)"
6615,"('출동', 1)"
6616,"('멤버십', 1)"
6617,"('교통카드', 1)"
6618,"('고용보', 1)"
6619,"('명분', 1)"
6620,"('실익', 1)"
6621,"('필품', 1)"
6622,"('나랏빚', 1)"
6623,"('성폭력', 1)"
6624,"('고양이', 1)"
6625,"('홈페이지', 1)"
6626,"('안드로이드폰', 1)"
6627,"('흥청망청', 1)"
6628,"('개탄', 1)"
6629,"('수제', 1)"
6630,"('축산물', 1)"
6631,"('다기', 1)"
6632,"('회로', 1)"
6633,"('보령', 1)"
6634,"('팽팽', 1)"
6635,"('농업', 1)"
6636,"('레드라인', 1)"
6637,"('함정', 1)"
6638,"('쉰', 1)"
6639,"('앞바다', 1)"
6640,"('무궁화호', 1)"
6641,"('선로', 1)"
6642,"('컴퍼니', 1)"
6643,"('아이디', 1)"
6644,"('그것', 1)"
6645,"('주머니', 1)"
6646,"('불쑥', 1)"
6647,"('앞날', 1)"
6648,"('근처', 1)"
6649,"('인빌', 1)"
6650,"('로엔엔터테인먼트', 1)"
6651,"('민트', 1)"
6652,"('패스', 1)"
6653,"('몸싸움', 1)"
6654,"('고함', 1)"
6655,"('난무', 1)"
6656,"('주주총회', 1)"
6657,"('국채', 1)"
6658,"('보복조치', 1)"
6659,"('내부고발', 1)"
6660,"('각국', 1)"
6661,"('김상우', 1)"
6662,"('박상신', 1)"
6663,"('추월', 1)"
6664,"('사비', 1)"
6665,"('시공사', 1)"
6666,"('몇', 1)"
6667,"('힌트', 1)"
6668,"('명수', 1)"
6669,"('심사실', 1)"
6670,"('밸', 1)"
6671,"('각종', 1)"
6672,"('전운', 1)"
6673,"('아이오', 1)"
6674,"('닉', 1)"
6675,"('만족도', 1)"
6676,"('유아', 1)"
6677,"('선글라스', 1)"
6678,"('빛', 1)"
6679,"('투과', 1)"
6680,"('아시안', 1)"
6681,"('자카르타', 1)"
6682,"('경전철', 1)"
6683,"('권선', 1)"
6684,"('과금', 1)"
6685,"('소니코리아', 1)"
6686,"('쿠라', 1)"
6687,"('키쿠오', 1)"
6688,"('전수', 1)"
6689,"('접근권', 1)"
6690,"('부합', 1)"
6691,"('감원', 1)"
6692,"('감세', 1)"
6693,"('최치훈', 1)"
6694,"('정준', 1)"
6695,"('접속장애', 1)"
6696,"('개헌안', 1)"
6697,"('명시', 1)"
6698,"('이용권', 1)"
6699,"('민트패스', 1)"
6700,"('생심', 1)"
6701,"('여섯', 1)"
6702,"('적격', 1)"
6703,"('결코', 1)"
6704,"('강학', 1)"
6705,"('이정희', 1)"
6706,"('금탑', 1)"
6707,"('근간', 1)"
6708,"('셰일', 1)"
6709,"('롱펠로', 1)"
6710,"('삼재', 1)"
6711,"('혼인', 1)"
6712,"('다운', 1)"
6713,"('티브이', 1)"
6714,"('고뇌', 1)"
6715,"('반지하', 1)"
6716,"('기획재정부', 1)"
6717,"('김병규', 1)"
6718,"('대법원', 1)"
6719,"('형량', 1)"
6720,"('중금속', 1)"
6721,"('아모레퍼시픽', 1)"
6722,"('룻', 1)"
6723,"('시청', 1)"
6724,"('도요타', 1)"
6725,"('미니밴', 1)"
6726,"('시에나', 1)"
6727,"('띄우기', 1)"
6728,"('모터', 1)"
6729,"('스튜디오', 1)"
6730,"('혼수', 1)"
6731,"('기획전', 1)"
6732,"('어미', 1)"
6733,"('상무부', 1)"
6734,"('한컴', 1)"
6735,"('문서편집기', 1)"
6736,"('사절단', 1)"
6737,"('구자열', 1)"
6738,"('천식', 1)"
6739,"('알레르기', 1)"
6740,"('년수', 1)"
6741,"('지렛대', 1)"
6742,"('예스맨', 1)"
6743,"('한가지', 1)"
6744,"('북새통', 1)"
6745,"('통사', 1)"
6746,"('글쎄요', 1)"
6747,"('개전', 1)"
6748,"('우즈베키스탄', 1)"
6749,"('팀킴', 1)"
6750,"('또래', 1)"
6751,"('사무관', 1)"
6752,"('땀', 1)"
6753,"('외곽순환', 1)"
6754,"('북부', 1)"
6755,"('죽', 1)"
6756,"('재욱', 1)"
6757,"('온상', 1)"
6758,"('상시', 1)"
6759,"('반토막', 1)"
6760,"('접전', 1)"
6761,"('안테나', 1)"
6762,"('페루', 1)"
6763,"('해군', 1)"
6764,"('건조', 1)"
6765,"('무딘', 1)"
6766,"('폴더', 1)"
6767,"('졸업', 1)"
6768,"('임용', 1)"
6769,"('해빙', 1)"
6770,"('기류', 1)"
6771,"('일본도', 1)"
6772,"('취준생', 1)"
6773,"('김봉석', 1)"
6774,"('기본권', 1)"
6775,"('교육성', 1)"
6776,"('남북한', 1)"
6777,"('문산', 1)"
6778,"('뚜렷', 1)"
6779,"('자유무역', 1)"
6780,"('투쟁', 1)"
6781,"('프리우스', 1)"
6782,"('집도', 1)"
6783,"('관용', 1)"
6784,"('이중근', 1)"
6785,"('라네즈', 1)"
6786,"('오스트레일리아', 1)"
6787,"('캐빈', 1)"
6788,"('웰투시', 1)"
6789,"('구름', 1)"
6790,"('인파', 1)"
6791,"('사정부', 1)"
6792,"('공군', 1)"
6793,"('배차', 1)"
6794,"('식단', 1)"
6795,"('제휴', 1)"
6796,"('디엠', 1)"
6797,"('스마트홈', 1)"
6798,"('자동변속기', 1)"
6799,"('카니발', 1)"
6800,"('위니', 1)"
6801,"('딤채', 1)"
6802,"('임산부', 1)"
6803,"('원증', 1)"
6804,"('서버', 1)"
6805,"('변명', 1)"
6806,"('시트', 1)"
6807,"('매정', 1)"
6808,"('외국인투자', 1)"
6809,"('피죤', 1)"
6810,"('샘표', 1)"
6811,"('연두', 1)"
6812,"('주관', 1)"
6813,"('넷', 1)"
6814,"('환태평양', 1)"
6815,"('밭길', 1)"
6816,"('낚', 1)"
6817,"('칠레', 1)"
6818,"('홈퍼니싱', 1)"
6819,"('쟁탈', 1)"
6820,"('박진수', 1)"
6821,"('재임', 1)"
6822,"('군부', 1)"
6823,"('실용', 1)"
6824,"('노르웨이', 1)"
6825,"('동맹국', 1)"
6826,"('진두', 1)"
6827,"('취', 1)"
6828,"('슈크림', 1)"
6829,"('경감', 1)"
6830,"('양질', 1)"
6831,"('운동장', 1)"
6832,"('젠더', 1)"
6833,"('엘', 1)"
6834,"('에이', 1)"
6835,"('재광', 1)"
6836,"('간의', 1)"
6837,"('기별', 1)"
6838,"('주거지', 1)"
6839,"('배송비', 1)"
6840,"('원성동', 1)"
6841,"('라인업', 1)"
6842,"('금영', 1)"
6843,"('의성', 1)"
6844,"('마늘', 1)"
6845,"('햄', 1)"
6846,"('골목길', 1)"
6847,"('꽃처럼', 1)"
6848,"('최성준', 1)"
6849,"('대유', 1)"
6850,"('마산', 1)"
6851,"('참이슬', 1)"
6852,"('수주량', 1)"
6853,"('워홈', 1)"
6854,"('렌더링', 1)"
6855,"('공적자금', 1)"
6856,"('갈이', 1)"
6857,"('와중', 1)"
6858,"('안나', 1)"
6859,"('상식', 1)"
6860,"('영채', 1)"
6861,"('만화', 1)"
6862,"('출품', 1)"
6863,"('숙박업소', 1)"
6864,"('제법', 1)"
6865,"('수조', 1)"
6866,"('은닉', 1)"
6867,"('쥐꼬리', 1)"
6868,"('막판', 1)"
6869,"('임금차별', 1)"
6870,"('불개미', 1)"
6871,"('삼다수', 1)"
6872,"('수영장', 1)"
6873,"('창의', 1)"
6874,"('양립', 1)"
6875,"('생리', 1)"
6876,"('토크', 1)"
6877,"('디스커버리', 1)"
6878,"('소수자', 1)"
6879,"('혼잡', 1)"
6880,"('동아리', 1)"
6881,"('통폐합', 1)"
6882,"('타깃', 1)"
6883,"('칠', 1)"
6884,"('실낱', 1)"
6885,"('희망한국', 1)"
6886,"('정리해고', 1)"
6887,"('잠행', 1)"
6888,"('의회', 1)"
6889,"('사무직', 1)"
6890,"('의중', 1)"
6891,"('지명', 1)"
6892,"('일촉즉발', 1)"
6893,"('포문', 1)"
6894,"('미르', 1)"
6895,"('식물', 1)"
6896,"('임제', 1)"
6897,"('용강', 1)"
6898,"('기상', 1)"
6899,"('대표팀', 1)"
6900,"('건전성', 1)"
6901,"('버거킹', 1)"
6902,"('스켈레톤', 1)"
6903,"('격려', 1)"
6904,"('파산', 1)"
6905,"('휠라', 1)"
6906,"('봄철', 1)"
6907,"('경비원', 1)"
6908,"('막바지', 1)"
6909,"('징크스', 1)"
6910,"('정광', 1)"
6911,"('전혀', 1)"
6912,"('불합격', 1)"
6913,"('중소기업옴부즈만', 1)"
6914,"('박주봉', 1)"
6915,"('재범', 1)"
6916,"('중형', 1)"
6917,"('화답', 1)"
6918,"('상근', 1)"
6919,"('한진현', 1)"
6920,"('서부', 1)"
6921,"('김병숙', 1)"
6922,"('재활', 1)"
6923,"('건립', 1)"
6924,"('케이티', 1)"
6925,"('어워즈', 1)"
6926,"('나고야', 1)"
6927,"('고동진', 1)"
6928,"('황정', 1)"
6929,"('권한', 1)"
6930,"('슬로모션', 1)"
6931,"('웰', 1)"
6932,"('투시', 1)"
6933,"('쿠데타', 1)"
6934,"('단어', 1)"
6935,"('파파', 1)"
6936,"('키즈', 1)"
6937,"('배민', 1)"
6938,"('신춘문예', 1)"
6939,"('가급', 1)"
6940,"('박성훈', 1)"
6941,"('양자암호', 1)"
6942,"('셀카', 1)"
6943,"('섀도', 1)"
6944,"('보팅', 1)"
6945,"('담판', 1)"
6946,"('릴까', 1)"
6947,"('동양', 1)"
6948,"('산책', 1)"
6949,"('부상', 1)"
6950,"('폐막식', 1)"
6951,"('산적', 1)"
6952,"('공통', 1)"
6953,"('현수막', 1)"
6954,"('대역', 1)"
6955,"('이용기', 1)"
6956,"('찮', 1)"
6957,"('만료', 1)"
6958,"('대통령실', 1)"
6959,"('미세', 1)"
6960,"('활황', 1)"
6961,"('서귀포', 1)"
6962,"('중문', 1)"
6963,"('사이드', 1)"
6964,"('아덴', 1)"
6965,"('김종훈', 1)"
6966,"('김선욱', 1)"
6967,"('박병국', 1)"
6968,"('속지', 1)"
6969,"('로엔', 1)"
6970,"('욱', 1)"
6971,"('수락', 1)"
6972,"('로서', 1)"
6973,"('갈피', 1)"
6974,"('빈손', 1)"
6975,"('유러', 1)"
6976,"('피안', 1)"
6977,"('홀드', 1)"
6978,"('다공', 1)"
6979,"('영업비밀', 1)"
6980,"('바르셀로나', 1)"
6981,"('귀요미', 1)"
6982,"('기념품', 1)"
6983,"('인포테인먼트', 1)"
6984,"('볼모', 1)"
6985,"('여러', 1)"
6986,"('직속', 1)"
6987,"('중미', 1)"
6988,"('문체', 1)"
6989,"('이학수', 1)"
6990,"('익산', 1)"
6991,"('맥도날드', 1)"
6992,"('맘스터치', 1)"
6993,"('온라인광고', 1)"
6994,"('콜마', 1)"
6995,"('헬', 1)"
6996,"('객관', 1)"
6997,"('태도', 1)"
6998,"('돌변', 1)"
6999,"('타이완', 1)"
7000,"('국서', 1)"
7001,"('도지', 1)"
7002,"('게임방', 1)"
7003,"('음식', 1)"
7004,"('테마주', 1)"
7005,"('소모', 1)"
7006,"('비슷', 1)"
7007,"('마찰', 1)"
7008,"('강경', 1)"
7009,"('자수', 1)"
7010,"('웁니', 1)"
7011,"('노소영', 1)"
7012,"('호흡', 1)"
7013,"('콸콸', 1)"
7014,"('주유', 1)"
7015,"('입가', 1)"
7016,"('가상공간', 1)"
7017,"('엑소', 1)"
7018,"('옥수수', 1)"
7019,"('기업은행', 1)"
7020,"('티엔', 1)"
7021,"('소피아', 1)"
7022,"('취약점', 1)"
7023,"('권성동', 1)"
7024,"('수순', 1)"
7025,"('폐합', 1)"
7026,"('신영선', 1)"
7027,"('산성', 1)"
7028,"('성적표', 1)"
7029,"('방심위', 1)"
7030,"('성매매', 1)"
7031,"('음란', 1)"
7032,"('건중', 1)"
7033,"('텀블러', 1)"
7034,"('금요일', 1)"
7035,"('무려', 1)"
7036,"('종류', 1)"
7037,"('북핵', 1)"
7038,"('한인', 1)"
7039,"('스팀', 1)"
7040,"('뱅킹', 1)"
7041,"('곤혹', 1)"
7042,"('답변', 1)"
7043,"('김상균', 1)"
7044,"('익명', 1)"
7045,"('변', 1)"
7046,"('교조', 1)"
7047,"('경제학자', 1)"
7048,"('자금지원', 1)"
7049,"('법정구속', 1)"
7050,"('선의', 1)"
7051,"('외형', 1)"
7052,"('화로', 1)"
7053,"('팩토리', 1)"
7054,"('교대', 1)"
7055,"('병사', 1)"
7056,"('박일준', 1)"
7057,"('전방', 1)"
7058,"('법제처', 1)"
7059,"('지인', 1)"
7060,"('능욕', 1)"
7061,"('사이버', 1)"
7062,"('명칭', 1)"
7063,"('상조업', 1)"
7064,"('제이에이', 1)"
7065,"('계단', 1)"
7066,"('대이동', 1)"
7067,"('이전가격', 1)"
7068,"('백억', 1)"
7069,"('무역흑자', 1)"
7070,"('속으셨나', 1)"
7071,"('이상주의', 1)"
7072,"('파행', 1)"
7073,"('행전', 1)"
7074,"('모이', 1)"
7075,"('개량', 1)"
7076,"('국세', 1)"
7077,"('대화면', 1)"
7078,"('유주', 1)"
7079,"('기재', 1)"
7080,"('실형', 1)"
7081,"('제패', 1)"
7082,"('제정', 1)"
7083,"('형님', 1)"
7084,"('큐브', 1)"
7085,"('랬', 1)"
7086,"('총서', 1)"
7087,"('손영', 1)"
7088,"('하이트', 1)"
7089,"('조역', 1)"
7090,"('삼광글라스', 1)"
7091,"('필요성', 1)"
7092,"('정경', 1)"
7093,"('유착', 1)"
7094,"('얘기', 1)"
7095,"('대피', 1)"
7096,"('채굴', 1)"
7097,"('엑소더스', 1)"
7098,"('사랑방', 1)"
7099,"('자유낙하', 1)"
7100,"('대산', 1)"
7101,"('남해안', 1)"
7102,"('콜드', 1)"
7103,"('카페인', 1)"
7104,"('고량', 1)"
7105,"('이야기', 1)"
7106,"('동계올림픽', 1)"
7107,"('역습', 1)"
7108,"('김연아', 1)"
7109,"('장주', 1)"
7110,"('윤종규', 1)"
7111,"('왕복', 1)"
7112,"('농부', 1)"
7113,"('본업', 1)"
7114,"('대포통장', 1)"
7115,"('현금화', 1)"
7116,"('성노동자', 1)"
7117,"('재발', 1)"
7118,"('무능', 1)"
7119,"('셋집', 1)"
7120,"('리스트', 1)"
7121,"('별도', 1)"
7122,"('방콕', 1)"
7123,"('불매', 1)"
7124,"('몽상', 1)"
7125,"('건배', 1)"
7126,"('위스콘신', 1)"
7127,"('아래', 1)"
7128,"('민족', 1)"
7129,"('그뤠잇', 1)"
7130,"('상차림', 1)"
7131,"('초보', 1)"
7132,"('존속', 1)"
7133,"('신중', 1)"
7134,"('출산휴가', 1)"
7135,"('육아휴직', 1)"
7136,"('권기홍', 1)"
7137,"('혼쭐', 1)"
7138,"('메르세데스', 1)"
7139,"('한마디', 1)"
7140,"('내비게이션', 1)"
7141,"('금산분리', 1)"
7142,"('특약', 1)"
7143,"('홀쭉', 1)"
7144,"('파견', 1)"
7145,"('시각장애', 1)"
7146,"('상처', 1)"
7147,"('헐값', 1)"
7148,"('치기', 1)"
7149,"('원정', 1)"
7150,"('새우', 1)"
7151,"('낙점', 1)"
7152,"('헌장', 1)"
7153,"('쾌청', 1)"
7154,"('보통', 1)"
7155,"('곤욕', 1)"
7156,"('사령탑', 1)"
7157,"('원자재', 1)"
7158,"('에어버스', 1)"
7159,"('최신', 1)"
7160,"('명꼴', 1)"
7161,"('돈줄', 1)"
7162,"('창구', 1)"
7163,"('북적', 1)"
7164,"('스스로', 1)"
7165,"('딱지', 1)"
7166,"('최고재', 1)"
7167,"('루시', 1)"
7168,"('맛', 1)"
7169,"('형성', 1)"
7170,"('해운대구', 1)"
7171,"('시즌', 1)"
7172,"('깨', 1)"
7173,"('테니스', 1)"
7174,"('용품', 1)"
7175,"('우베', 1)"
7176,"('중소형주', 1)"
7177,"('처붐', 1)"
7178,"('연동면', 1)"
7179,"('물건', 1)"
7180,"('서서', 1)"
7181,"('인문학', 1)"
7182,"('데', 1)"
7183,"('곁', 1)"
7184,"('출원', 1)"
7185,"('묵인', 1)"
7186,"('부장', 1)"
7187,"('미인', 1)"
7188,"('멸실', 1)"
7189,"('일터', 1)"
7190,"('출산', 1)"
7191,"('궁금', 1)"
7192,"('김밥', 1)"
7193,"('떡볶이', 1)"
7194,"('티격태격', 1)"
7195,"('경전', 1)"
7196,"('팁스', 1)"
7197,"('원숭이', 1)"
7198,"('가스실', 1)"
7199,"('아빠', 1)"
7200,"('줄다리기', 1)"
7201,"('중론', 1)"
7202,"('식량', 1)"
7203,"('엉터리', 1)"
7204,"('이정인', 1)"
7205,"('일주일', 1)"
7206,"('공장장', 1)"
7207,"('뜬구름', 1)"
7208,"('아랫목', 1)"
7209,"('윗목', 1)"
7210,"('디즈니', 1)"
7211,"('영구', 1)"
7212,"('국민임대', 1)"
7213,"('위조지폐', 1)"
7214,"('통역', 1)"
7215,"('이어폰', 1)"
7216,"('유로화', 1)"
7217,"('다문화', 1)"
7218,"('토탈', 1)"
7219,"('우후죽순', 1)"
7220,"('허무맹랑', 1)"
7221,"('양자', 1)"
7222,"('휴식', 1)"
7223,"('계촌', 1)"
7224,"('학생', 1)"
7225,"('오케스트라', 1)"
7226,"('영어', 1)"
7227,"('일어', 1)"
7228,"('어로', 1)"
7229,"('곧바로', 1)"
7230,"('다보스', 1)"
7231,"('민수', 1)"
7232,"('조수용', 1)"
7233,"('애증', 1)"
7234,"('케이코', 1)"
