,경제단어
2170,"('퇴진', 4)"
2171,"('승객', 4)"
2172,"('라면', 4)"
2173,"('국가대표', 4)"
2174,"('출근', 4)"
2175,"('미사', 4)"
2176,"('방어', 4)"
2177,"('신용등급', 4)"
2178,"('돌풍', 4)"
2179,"('압축', 4)"
2180,"('셋값', 4)"
2181,"('반환', 4)"
2182,"('엔진', 4)"
2183,"('행세', 4)"
2184,"('완성', 4)"
2185,"('상임', 4)"
2186,"('탈취', 4)"
2187,"('성동', 4)"
2188,"('정상회담', 4)"
2189,"('윤곽', 4)"
2190,"('부도', 4)"
2191,"('독자', 4)"
2192,"('작', 4)"
2193,"('흡수', 4)"
2194,"('편법', 4)"
2195,"('여수', 4)"
2196,"('평택', 4)"
2197,"('지위', 4)"
2198,"('소셜', 4)"
2199,"('자발', 4)"
2200,"('소액', 4)"
2201,"('경신', 4)"
2202,"('선박', 4)"
2203,"('시험', 4)"
2204,"('반', 4)"
2205,"('조종사', 4)"
2206,"('감자', 4)"
2207,"('배정', 4)"
2208,"('절대', 4)"
2209,"('여론', 4)"
2210,"('물컵', 4)"
2211,"('분담', 4)"
2212,"('단추', 4)"
2213,"('결렬', 4)"
2214,"('원가', 4)"
2215,"('재도', 4)"
2216,"('성희롱', 4)"
2217,"('수지', 4)"
2218,"('위약금', 4)"
2219,"('여자', 4)"
2220,"('웃돈', 4)"
2221,"('고려', 4)"
2222,"('정현', 4)"
2223,"('입금', 4)"
2224,"('저비용항공사', 4)"
2225,"('후속', 4)"
2226,"('호반', 4)"
2227,"('특정', 3)"
2228,"('우승', 3)"
2229,"('만족', 3)"
2230,"('완판', 3)"
2231,"('법인세', 3)"
2232,"('수험생', 3)"
2233,"('티맵', 3)"
2234,"('탑승', 3)"
2235,"('헬로', 3)"
2236,"('건조기', 3)"
2237,"('견제', 3)"
2238,"('기름값', 3)"
2239,"('한국전력', 3)"
2240,"('유통업', 3)"
2241,"('달새', 3)"
2242,"('텍', 3)"
2243,"('대타협', 3)"
2244,"('소득재분배', 3)"
2245,"('원리금', 3)"
2246,"('상한', 3)"
2247,"('정치권', 3)"
2248,"('점심', 3)"
2249,"('맞이', 3)"
2250,"('직구', 3)"
2251,"('증대', 3)"
2252,"('이중', 3)"
2253,"('물가상승률', 3)"
2254,"('승', 3)"
2255,"('법령', 3)"
2256,"('안도', 3)"
2257,"('기승', 3)"
2258,"('리니지', 3)"
2259,"('입맛', 3)"
2260,"('축제', 3)"
2261,"('사물인터넷', 3)"
2262,"('불량', 3)"
2263,"('종식', 3)"
2264,"('김기원', 3)"
2265,"('학술', 3)"
2266,"('박사', 3)"
2267,"('겸직', 3)"
2268,"('관치', 3)"
2269,"('불씨', 3)"
2270,"('세자', 3)"
2271,"('잡', 3)"
2272,"('우버', 3)"
2273,"('프로그램', 3)"
2274,"('뻥튀기', 3)"
2275,"('부가', 3)"
2276,"('제화', 3)"
2277,"('린', 3)"
2278,"('본보기', 3)"
2279,"('제로', 3)"
2280,"('삼겹살', 3)"
2281,"('휴게소', 3)"
2282,"('총장', 3)"
2283,"('신약', 3)"
2284,"('반품', 3)"
2285,"('카트', 3)"
2286,"('용산', 3)"
2287,"('공원', 3)"
2288,"('대학생', 3)"
2289,"('발의', 3)"
2290,"('상호금융', 3)"
2291,"('대감', 3)"
2292,"('상속세', 3)"
2293,"('사모펀드', 3)"
2294,"('통제', 3)"
2295,"('연매출', 3)"
2296,"('적', 3)"
2297,"('석유', 3)"
2298,"('긴축', 3)"
2299,"('유포', 3)"
2300,"('표정', 3)"
2301,"('페이스', 3)"
2302,"('지붕', 3)"
2303,"('기아', 3)"
2304,"('상품권', 3)"
2305,"('동행', 3)"
2306,"('신제품', 3)"
2307,"('버튼', 3)"
2308,"('성행', 3)"
2309,"('민주주의', 3)"
2310,"('엘리베이터', 3)"
2311,"('매립', 3)"
2312,"('매트리스', 3)"
2313,"('교환', 3)"
2314,"('유입', 3)"
2315,"('국외', 3)"
2316,"('간편식', 3)"
2317,"('캐나다', 3)"
2318,"('피자', 3)"
2319,"('긴장', 3)"
2320,"('살길', 3)"
2321,"('늪', 3)"
2322,"('몫', 3)"
2323,"('과학', 3)"
2324,"('제철', 3)"
2325,"('어려움', 3)"
2326,"('한눈', 3)"
2327,"('교역', 3)"
2328,"('죄', 3)"
2329,"('훈풍', 3)"
2330,"('땅값', 3)"
2331,"('빈곤', 3)"
2332,"('셀', 3)"
2333,"('클러스터', 3)"
2334,"('부의', 3)"
2335,"('겁', 3)"
2336,"('코오롱', 3)"
2337,"('완공', 3)"
2338,"('독', 3)"
2339,"('이탈리아', 3)"
2340,"('휴대폰', 3)"
2341,"('안전성', 3)"
2342,"('초유', 3)"
2343,"('추산', 3)"
2344,"('응급', 3)"
2345,"('진통', 3)"
2346,"('적금', 3)"
2347,"('한시', 3)"
2348,"('도구', 3)"
2349,"('청정', 3)"
2350,"('던', 3)"
2351,"('대여', 3)"
2352,"('유소', 3)"
2353,"('국내외', 3)"
2354,"('사우디', 3)"
2355,"('워치', 3)"
2356,"('사금융', 3)"
2357,"('금리인하', 3)"
2358,"('파악', 3)"
2359,"('생산자', 3)"
2360,"('매', 3)"
2361,"('노트북', 3)"
2362,"('문구', 3)"
2363,"('완구', 3)"
2364,"('사도', 3)"
2365,"('후진', 3)"
2366,"('질문', 3)"
2367,"('예산안', 3)"
2368,"('못내', 3)"
2369,"('거리', 3)"
2370,"('전지', 3)"
2371,"('배치', 3)"
2372,"('미수', 3)"
2373,"('의존', 3)"
2374,"('정재훈', 3)"
2375,"('부위', 3)"
2376,"('편익', 3)"
2377,"('출퇴근', 3)"
2378,"('총력', 3)"
2379,"('개별', 3)"
2380,"('시기', 3)"
2381,"('쌍용', 3)"
2382,"('크레인', 3)"
2383,"('자본시장', 3)"
2384,"('억대', 3)"
2385,"('그램', 3)"
2386,"('생리대', 3)"
2387,"('대립', 3)"
2388,"('고조', 3)"
2389,"('회원', 3)"
2390,"('모빌리티', 3)"
2391,"('하청', 3)"
2392,"('소재', 3)"
2393,"('김치', 3)"
2394,"('한숨', 3)"
2395,"('공표', 3)"
2396,"('차로', 3)"
2397,"('부동', 3)"
2398,"('폭증', 3)"
2399,"('계정', 3)"
2400,"('옛말', 3)"
2401,"('골프', 3)"
2402,"('강력', 3)"
2403,"('저가', 3)"
2404,"('기름', 3)"
2405,"('성은', 3)"
2406,"('참사', 3)"
2407,"('옥', 3)"
2408,"('제각각', 3)"
2409,"('무시', 3)"
2410,"('큰손', 3)"
2411,"('배당금', 3)"
2412,"('음악', 3)"
2413,"('심리', 3)"
2414,"('호조', 3)"
2415,"('정체', 3)"
2416,"('골목', 3)"
2417,"('행동', 3)"
2418,"('장위', 3)"
2419,"('영세', 3)"
2420,"('연루', 3)"
2421,"('벽지', 3)"
2422,"('교통', 3)"
2423,"('기여', 3)"
2424,"('높이', 3)"
2425,"('측정', 3)"
2426,"('정혁', 3)"
2427,"('글쓰기', 3)"
2428,"('임명', 3)"
2429,"('운송', 3)"
2430,"('중간', 3)"
2431,"('고양', 3)"
2432,"('한글', 3)"
2433,"('매우', 3)"
2434,"('살인', 3)"
2435,"('보조금', 3)"
2436,"('의식', 3)"
2437,"('법무', 3)"
2438,"('신탁', 3)"
2439,"('강국', 3)"
2440,"('자만', 3)"
2441,"('적합', 3)"
2442,"('불완전', 3)"
2443,"('잔액', 3)"
2444,"('소홀', 3)"
2445,"('건물', 3)"
2446,"('가성', 3)"
2447,"('여의도', 3)"
2448,"('몰락', 3)"
2449,"('연대보증', 3)"
2450,"('멕시코', 3)"
2451,"('직면', 3)"
2452,"('모터쇼', 3)"
2453,"('당장', 3)"
2454,"('광화문', 3)"
2455,"('가이드라인', 3)"
2456,"('조합원', 3)"
2457,"('가율', 3)"
2458,"('장기간', 3)"
2459,"('범위', 3)"
2460,"('나프타', 3)"
2461,"('제조업체', 3)"
2462,"('강도', 3)"
2463,"('내면', 3)"
2464,"('경제성장', 3)"
2465,"('피소', 3)"
2466,"('세일', 3)"
2467,"('페스', 3)"
2468,"('킬러', 3)"
2469,"('중년', 3)"
2470,"('실종', 3)"
2471,"('한해', 3)"
2472,"('계열', 3)"
2473,"('구도', 3)"
2474,"('말로', 3)"
2475,"('건의', 3)"
2476,"('개통', 3)"
2477,"('흙', 3)"
2478,"('세력', 3)"
2479,"('이슈', 3)"
2480,"('해외여행', 3)"
2481,"('성큼', 3)"
2482,"('진전', 3)"
2483,"('상치', 3)"
2484,"('보기', 3)"
2485,"('점차', 3)"
2486,"('단독주택', 3)"
2487,"('지난', 3)"
2488,"('하림', 3)"
2489,"('농가', 3)"
2490,"('담대', 3)"
2491,"('반란', 3)"
2492,"('특례법', 3)"
2493,"('상봉', 3)"
2494,"('강수', 3)"
2495,"('달리', 3)"
2496,"('치매', 3)"
2497,"('다미', 3)"
2498,"('넥스', 3)"
2499,"('수거', 3)"
2500,"('면담', 3)"
2501,"('이내', 3)"
2502,"('반출', 3)"
2503,"('의결', 3)"
2504,"('후보자', 3)"
2505,"('정몽구', 3)"
2506,"('소득세', 3)"
2507,"('탈루', 3)"
2508,"('령', 3)"
2509,"('사람과', 3)"
2510,"('펫', 3)"
2511,"('첨단', 3)"
2512,"('일단', 3)"
2513,"('국고', 3)"
2514,"('파', 3)"
2515,"('주일', 3)"
2516,"('구간', 3)"
2517,"('비둘기파', 3)"
2518,"('보이스피싱', 3)"
2519,"('실업률', 3)"
2520,"('구분', 3)"
2521,"('술', 3)"
2522,"('협정', 3)"
2523,"('통영', 3)"
2524,"('폐', 3)"
2525,"('조선소', 3)"
2526,"('캠프', 3)"
2527,"('뉴욕', 3)"
2528,"('배분', 3)"
2529,"('대부분', 3)"
2530,"('출구', 3)"
2531,"('손해배상', 3)"
2532,"('재생', 3)"
2533,"('브', 3)"
2534,"('돼지', 3)"
2535,"('직전', 3)"
2536,"('추징', 3)"
2537,"('실행', 3)"
2538,"('대세', 3)"
2539,"('부서', 3)"
2540,"('편의', 3)"
2541,"('전송', 3)"
2542,"('용량', 3)"
2543,"('반복', 3)"
2544,"('맛집', 3)"
2545,"('채소', 3)"
2546,"('장병', 3)"
2547,"('전공', 3)"
2548,"('이혼', 3)"
2549,"('쿠쿠', 3)"
2550,"('신상', 3)"
2551,"('다섯', 3)"
2552,"('조성진', 3)"
2553,"('동의', 3)"
2554,"('빌트', 3)"
2555,"('맞벌이', 3)"
2556,"('안드로이드', 3)"
2557,"('잣', 3)"
2558,"('통행료', 3)"
2559,"('오른', 3)"
2560,"('스토어', 3)"
2561,"('염두', 3)"
2562,"('엠', 3)"
2563,"('공용', 3)"
2564,"('화장실', 3)"
2565,"('편성', 3)"
2566,"('자립', 3)"
2567,"('코발트', 3)"
2568,"('칼럼', 3)"
2569,"('그린피스', 3)"
2570,"('하늘', 3)"
2571,"('휴무', 3)"
2572,"('상륙', 3)"
2573,"('결항', 3)"
2574,"('사옥', 3)"
2575,"('배추', 3)"
2576,"('자판기', 3)"
2577,"('고소', 3)"
2578,"('음료', 3)"
2579,"('스트레스', 3)"
2580,"('동서', 3)"
2581,"('방탄소년단', 3)"
2582,"('칩', 3)"
2583,"('달린다', 3)"
2584,"('방치', 3)"
2585,"('대박', 3)"
2586,"('압력', 3)"
2587,"('풍력', 3)"
2588,"('아산', 3)"
2589,"('신경', 3)"
2590,"('남방', 3)"
2591,"('펜', 3)"
2592,"('택', 3)"
2593,"('충분', 3)"
2594,"('굴욕', 3)"
2595,"('필리핀', 3)"
2596,"('취급', 3)"
2597,"('뿔', 3)"
2598,"('혼란', 3)"
2599,"('절실', 3)"
2600,"('형사고소', 3)"
2601,"('파기', 3)"
2602,"('해명', 3)"
2603,"('꼬리', 3)"
2604,"('형', 3)"
2605,"('찬', 3)"
2606,"('가결', 3)"
2607,"('삼국지', 3)"
2608,"('고개', 3)"
2609,"('동력', 3)"
2610,"('선도', 3)"
2611,"('꿈틀', 3)"
2612,"('민관', 3)"
2613,"('팝업', 3)"
2614,"('미아', 3)"
2615,"('방사선', 3)"
2616,"('홈앤쇼핑', 3)"
2617,"('자제', 3)"
2618,"('법적', 3)"
2619,"('총력전', 3)"
2620,"('정보보호', 3)"
2621,"('먹구름', 3)"
2622,"('수혜자', 3)"
2623,"('대리', 3)"
2624,"('환급', 3)"
2625,"('그린', 3)"
2626,"('빵', 3)"
2627,"('유독', 3)"
2628,"('농촌', 3)"
2629,"('동맹', 3)"
2630,"('중학생', 3)"
2631,"('매일', 3)"
2632,"('악', 3)"
2633,"('향', 3)"
2634,"('신한은행', 3)"
2635,"('두산인프라코어', 3)"
2636,"('단순', 3)"
2637,"('칼', 3)"
2638,"('재무', 3)"
2639,"('공고', 3)"
2640,"('유시민', 3)"
2641,"('폭풍', 3)"
2642,"('에디', 3)"
2643,"('션', 3)"
2644,"('내비', 3)"
2645,"('오토', 3)"
2646,"('토끼', 3)"
2647,"('일과', 3)"
2648,"('신용정보', 3)"
2649,"('세븐일레븐', 3)"
2650,"('궐련', 3)"
2651,"('전자담배', 3)"
2652,"('원금', 3)"
2653,"('권영수', 3)"
2654,"('대륙', 3)"
2655,"('명중', 3)"
2656,"('근로시간', 3)"
2657,"('누락', 3)"
2658,"('소수', 3)"
2659,"('초대', 3)"
2660,"('불사', 3)"
2661,"('대법', 3)"
2662,"('합작', 3)"
2663,"('햄버거', 3)"
2664,"('차질', 3)"
2665,"('실손', 3)"
2666,"('누적', 3)"
2667,"('도박', 3)"
2668,"('개사', 3)"
2669,"('미투', 3)"
2670,"('예술', 3)"
2671,"('역량', 3)"
2672,"('부처', 3)"
2673,"('책임자', 3)"
2674,"('현직', 3)"
2675,"('사례', 3)"
2676,"('씨티', 3)"
2677,"('자금세탁', 3)"
2678,"('통일', 3)"
2679,"('나이', 3)"
2680,"('포웰', 3)"
2681,"('착륙', 3)"
2682,"('부적절', 3)"
2683,"('안건', 3)"
2684,"('안경', 3)"
2685,"('철판', 3)"
2686,"('한중', 3)"
2687,"('창고', 3)"
2688,"('우대', 3)"
2689,"('지방선거', 3)"
2690,"('상당', 3)"
2691,"('출연', 3)"
2692,"('권위', 3)"
2693,"('현안', 3)"
2694,"('가방', 3)"
2695,"('품질', 3)"
2696,"('정통부', 3)"
2697,"('레일', 3)"
2698,"('추구', 3)"
2699,"('미미', 3)"
2700,"('편집', 3)"
2701,"('진수', 3)"
2702,"('캠퍼스', 3)"
2703,"('렌탈', 3)"
2704,"('해커', 3)"
2705,"('요인', 3)"
2706,"('거취', 3)"
2707,"('공기업', 3)"
2708,"('침체', 3)"
2709,"('싸움', 3)"
2710,"('각', 3)"
2711,"('이디야', 3)"
2712,"('이색', 3)"
2713,"('성', 3)"
2714,"('제일제당', 3)"
2715,"('고향', 3)"
2716,"('바지', 3)"
2717,"('소환', 3)"
2718,"('부부', 3)"
2719,"('남훈', 3)"
2720,"('공시지가', 3)"
2721,"('선봬', 3)"
2722,"('밴드', 3)"
2723,"('숨', 3)"
2724,"('전자상거래', 3)"
2725,"('험로', 3)"
2726,"('센트', 3)"
2727,"('원료', 3)"
2728,"('과자', 3)"
2729,"('구본준', 3)"
2730,"('결재', 3)"
2731,"('간접', 3)"
2732,"('내부감사', 3)"
2733,"('위장전입', 3)"
2734,"('합격', 3)"
2735,"('장거리', 3)"
2736,"('소형차', 3)"
2737,"('여객기', 3)"
2738,"('가사', 3)"
2739,"('오명', 3)"
2740,"('태', 3)"
2741,"('대한민국', 3)"
2742,"('정재승', 3)"
2743,"('호소', 3)"
2744,"('스와프', 3)"
2745,"('유통업체', 3)"
2746,"('경계', 3)"
2747,"('가나', 3)"
2748,"('박탈', 3)"
2749,"('출국', 3)"
2750,"('고급', 3)"
2751,"('밀', 3)"
2752,"('링크', 3)"
2753,"('움', 3)"
2754,"('가닥', 3)"
2755,"('워싱턴', 3)"
2756,"('금수', 3)"
2757,"('부평', 3)"
2758,"('주택연금', 3)"
2759,"('용평', 3)"
2760,"('구속', 3)"
2761,"('평판', 3)"
2762,"('징수', 3)"
2763,"('표명', 3)"
2764,"('중도하차', 3)"
2765,"('상사', 3)"
2766,"('가산', 3)"
2767,"('정식', 3)"
2768,"('소형', 3)"
2769,"('일선', 3)"
2770,"('리움', 3)"
2771,"('누', 3)"
2772,"('산전', 3)"
2773,"('인터뷰', 3)"
2774,"('시한', 3)"
2775,"('후쿠시마', 3)"
2776,"('봄맞이', 3)"
2777,"('교훈', 3)"
2778,"('간판', 3)"
2779,"('유심', 3)"
2780,"('배포', 3)"
2781,"('최흥', 3)"
2782,"('카셰어링', 3)"
2783,"('춘천', 3)"
2784,"('더니', 3)"
2785,"('살이', 3)"
2786,"('렌털', 3)"
2787,"('엔씨소프트', 3)"
2788,"('코레일', 3)"
2789,"('지휘', 3)"
2790,"('개포', 3)"
2791,"('박정호', 3)"
2792,"('헌법', 3)"
2793,"('중위', 3)"
2794,"('유상증자', 3)"
2795,"('진정', 3)"
2796,"('혁명', 3)"
2797,"('컬링', 3)"
2798,"('복인', 3)"
2799,"('박스', 3)"
2800,"('캥거루', 3)"
2801,"('잔', 3)"
2802,"('쇼핑몰', 3)"
2803,"('담', 3)"
2804,"('박경서', 3)"
2805,"('스포츠', 3)"
2806,"('상금', 3)"
2807,"('환', 3)"
2808,"('통한', 3)"
2809,"('대로', 3)"
2810,"('수호', 3)"
2811,"('리테일', 3)"
2812,"('설연휴', 3)"
2813,"('척척', 3)"
2814,"('정치자금', 3)"
2815,"('합격자', 3)"
2816,"('매듭', 3)"
2817,"('상선', 3)"
2818,"('인텔', 3)"
2819,"('일괄', 2)"
2820,"('형제', 2)"
2821,"('하이테크', 2)"
2822,"('만들기', 2)"
2823,"('꿀', 2)"
2824,"('벌점', 2)"
2825,"('광', 2)"
2826,"('아버지', 2)"
2827,"('엄중', 2)"
2828,"('차용', 2)"
2829,"('공유경제', 2)"
2830,"('타임', 2)"
2831,"('방호벽', 2)"
2832,"('구멍', 2)"
2833,"('이정우', 2)"
2834,"('유한', 2)"
2835,"('셔틀버스', 2)"
2836,"('성장동력', 2)"
2837,"('무게', 2)"
2838,"('배송', 2)"
2839,"('프로', 2)"
2840,"('히어로', 2)"
2841,"('플레이', 2)"
2842,"('우리금융', 2)"
2843,"('이란인', 2)"
2844,"('에스', 2)"
2845,"('상속', 2)"
2846,"('유차', 2)"
2847,"('여유', 2)"
2848,"('보합', 2)"
2849,"('천만', 2)"
2850,"('김경', 2)"
2851,"('온실가스', 2)"
2852,"('기지', 2)"
2853,"('나델', 2)"
2854,"('프라이버시', 2)"
2855,"('인적', 2)"
2856,"('쇄신', 2)"
2857,"('주문', 2)"
2858,"('키트', 2)"
2859,"('시연', 2)"
2860,"('소식', 2)"
2861,"('용산구', 2)"
2862,"('국장', 2)"
2863,"('호점', 2)"
2864,"('회계법인', 2)"
2865,"('연일', 2)"
2866,"('농도', 2)"
2867,"('화력발전', 2)"
2868,"('잠재', 2)"
2869,"('광안', 2)"
2870,"('에일', 2)"
2871,"('뜰', 2)"
2872,"('여야', 2)"
2873,"('너마저', 2)"
2874,"('준치', 2)"
2875,"('티켓', 2)"
2876,"('피스', 2)"
2877,"('배상하', 2)"
2878,"('신문', 2)"
2879,"('시간표', 2)"
2880,"('흥행', 2)"
2881,"('뭘', 2)"
2882,"('매트', 2)"
2883,"('선회', 2)"
2884,"('속출', 2)"
2885,"('범죄', 2)"
2886,"('핵', 2)"
2887,"('법안', 2)"
2888,"('안주', 2)"
2889,"('근본', 2)"
2890,"('블랙박스', 2)"
2891,"('민변', 2)"
2892,"('다야', 2)"
2893,"('주체', 2)"
2894,"('현물', 2)"
2895,"('고용부', 2)"
2896,"('물류', 2)"
2897,"('민주', 2)"
2898,"('고음', 2)"
2899,"('공업', 2)"
2900,"('수납', 2)"
2901,"('근접', 2)"
2902,"('불길', 2)"
2903,"('박차', 2)"
2904,"('소유자', 2)"
2905,"('전보', 2)"
2906,"('점점', 2)"
2907,"('불가능', 2)"
2908,"('사무실', 2)"
2909,"('컨', 2)"
2910,"('보이콧', 2)"
2911,"('거짓', 2)"
2912,"('파일', 2)"
2913,"('노리', 2)"
2914,"('마일리지', 2)"
2915,"('선언문', 2)"
2916,"('별내역', 2)"
2917,"('에이스', 2)"
2918,"('폼', 2)"
2919,"('베개', 2)"
2920,"('화초', 2)"
2921,"('아이패드', 2)"
2922,"('뭐길', 2)"
2923,"('탑재', 2)"
2924,"('유명', 2)"
2925,"('비영리', 2)"
2926,"('구현', 2)"
2927,"('동일', 2)"
2928,"('고장', 2)"
2929,"('결별', 2)"
2930,"('용적', 2)"
2931,"('정당', 2)"
2932,"('총리', 2)"
2933,"('만날', 2)"
2934,"('남양유업', 2)"
2935,"('끼리', 2)"
2936,"('마당', 2)"
2937,"('끼', 2)"
2938,"('대용', 2)"
2939,"('트래픽', 2)"
2940,"('차이나', 2)"
2941,"('종이', 2)"
2942,"('국무회의', 2)"
2943,"('엿새', 2)"
2944,"('전후', 2)"
2945,"('등락', 2)"
2946,"('극복', 2)"
2947,"('안정화', 2)"
2948,"('이탈', 2)"
2949,"('보릿고개', 2)"
2950,"('출석', 2)"
2951,"('기내', 2)"
2952,"('위례', 2)"
2953,"('영향력', 2)"
2954,"('낙폭', 2)"
2955,"('햇반', 2)"
2956,"('지갑', 2)"
2957,"('실화', 2)"
2958,"('스토리', 2)"
2959,"('국제선', 2)"
2960,"('가미', 2)"
2961,"('사료', 2)"
2962,"('책무', 2)"
2963,"('폭행', 2)"
2964,"('남북관계', 2)"
2965,"('교촌치킨', 2)"
2966,"('물의', 2)"
2967,"('사직', 2)"
2968,"('야쿠르트', 2)"
2969,"('좀', 2)"
2970,"('꽃', 2)"
2971,"('시도', 2)"
2972,"('혁신도시', 2)"
2973,"('휴업', 2)"
2974,"('평등', 2)"
2975,"('홍수', 2)"
2976,"('광양', 2)"
2977,"('우울', 2)"
2978,"('전말', 2)"
2979,"('로드', 2)"
2980,"('시정', 2)"
2981,"('올인', 2)"
2982,"('마켓', 2)"
2983,"('램프', 2)"
2984,"('불투명', 2)"
2985,"('치유', 2)"
2986,"('인화', 2)"
2987,"('원조', 2)"
2988,"('상표권', 2)"
2989,"('원동력', 2)"
2990,"('주식회사', 2)"
2991,"('진상', 2)"
2992,"('파티', 2)"
2993,"('회안', 2)"
2994,"('사유', 2)"
2995,"('부결', 2)"
2996,"('인척', 2)"
2997,"('유망', 2)"
2998,"('울산', 2)"
2999,"('집배원', 2)"
3000,"('플래시', 2)"
3001,"('전시회', 2)"
3002,"('체험', 2)"
3003,"('재편', 2)"
3004,"('단행', 2)"
3005,"('지상', 2)"
3006,"('조선일보', 2)"
3007,"('커넥션', 2)"
3008,"('험난', 2)"
3009,"('인물', 2)"
3010,"('감각', 2)"
3011,"('유성', 2)"
3012,"('어찌', 2)"
3013,"('하나요', 2)"
3014,"('킥', 2)"
3015,"('보드', 2)"
3016,"('충', 2)"
3017,"('전시', 2)"
3018,"('장서', 2)"
3019,"('유의', 2)"
3020,"('습자', 2)"
3021,"('안종범', 2)"
3022,"('수첩', 2)"
3023,"('상정', 2)"
3024,"('기고', 2)"
3025,"('시그널', 2)"
3026,"('격납고', 2)"
3027,"('파업', 2)"
3028,"('실시간', 2)"
3029,"('학원', 2)"
3030,"('달말', 2)"
3031,"('팔고', 2)"
3032,"('시스', 2)"
3033,"('핵연료', 2)"
3034,"('한울', 2)"
3035,"('남아', 2)"
3036,"('우린', 2)"
3037,"('님비', 2)"
3038,"('의약품', 2)"
3039,"('이의신청', 2)"
3040,"('명문', 2)"
3041,"('추위', 2)"
3042,"('색', 2)"
3043,"('빌딩', 2)"
3044,"('습관', 2)"
3045,"('노임', 2)"
3046,"('케뱅', 2)"
3047,"('미적', 2)"
3048,"('출사표', 2)"
3049,"('유니콘', 2)"
3050,"('드라이버', 2)"
3051,"('상자', 2)"
3052,"('조화', 2)"
3053,"('상추', 2)"
3054,"('튀김', 2)"
3055,"('군', 2)"
3056,"('주소', 2)"
3057,"('자주', 2)"
3058,"('미술관', 2)"
3059,"('명절', 2)"
3060,"('탄력', 2)"
3061,"('에어비앤비', 2)"
3062,"('서명', 2)"
3063,"('뒷전', 2)"
3064,"('수의계약', 2)"
3065,"('존', 2)"
3066,"('재정부', 2)"
3067,"('상관관계', 2)"
3068,"('곤두박질', 2)"
3069,"('면', 2)"
3070,"('낙관', 2)"
3071,"('목요일', 2)"
3072,"('재무부', 2)"
3073,"('직후', 2)"
3074,"('각자', 2)"
3075,"('봄', 2)"
3076,"('표절', 2)"
3077,"('가폰', 2)"
3078,"('조사해', 2)"
3079,"('물어', 2)"
3080,"('이명박', 2)"
3081,"('실내', 2)"
3082,"('대부', 2)"
3083,"('얼마', 2)"
3084,"('공론장', 2)"
3085,"('보행자', 2)"
3086,"('예측', 2)"
3087,"('선사', 2)"
3088,"('슬로건', 2)"
3089,"('획득', 2)"
3090,"('새벽', 2)"
3091,"('단위', 2)"
3092,"('미분', 2)"
3093,"('정도', 2)"
3094,"('탈선', 2)"
3095,"('초기', 2)"
3096,"('행정부', 2)"
3097,"('개혁개방', 2)"
3098,"('양', 2)"
3099,"('연안', 2)"
3100,"('유전자', 2)"
3101,"('노벨경제학상', 2)"
3102,"('하우스', 2)"
3103,"('가도', 2)"
3104,"('효준', 2)"
3105,"('가사노동', 2)"
3106,"('시선', 2)"
3107,"('십년', 2)"
3108,"('남동', 2)"
3109,"('모드', 2)"
3110,"('기탁', 2)"
3111,"('을', 2)"
3112,"('조', 2)"
3113,"('화물차', 2)"
3114,"('육아', 2)"
3115,"('작성', 2)"
3116,"('장년', 2)"
3117,"('러', 2)"
3118,"('고비', 2)"
3119,"('친환', 2)"
3120,"('시금치', 2)"
3121,"('반응', 2)"
3122,"('격', 2)"
3123,"('청주', 2)"
3124,"('봉구', 2)"
3125,"('스', 2)"
3126,"('분통', 2)"
3127,"('대변인', 2)"
3128,"('격납', 2)"
3129,"('이미지', 2)"
3130,"('불허', 2)"
3131,"('탑', 2)"
3132,"('사려', 2)"
3133,"('확률', 2)"
3134,"('부당이득', 2)"
3135,"('편집장', 2)"
3136,"('편지', 2)"
3137,"('안방', 2)"
3138,"('답답', 2)"
3139,"('체류', 2)"
3140,"('파괴', 2)"
3141,"('배율', 2)"
3142,"('짐', 2)"
3143,"('폭로', 2)"
3144,"('파장', 2)"
3145,"('명의', 2)"
3146,"('프레임', 2)"
3147,"('안랩', 2)"
3148,"('일상', 2)"
3149,"('터치', 2)"
3150,"('키', 2)"
3151,"('레저', 2)"
3152,"('조업', 2)"
3153,"('은퇴', 2)"
3154,"('혼삶', 2)"
3155,"('딜러', 2)"
3156,"('헬기', 2)"
3157,"('경연', 2)"
3158,"('머스크', 2)"
3159,"('비혼', 2)"
3160,"('황소', 2)"
3161,"('유인', 2)"
3162,"('화서역', 2)"
3163,"('대결', 2)"
3164,"('다짐', 2)"
3165,"('면세', 2)"
3166,"('대의', 2)"
3167,"('요양', 2)"
3168,"('식당', 2)"
3169,"('빵집', 2)"
3170,"('사서', 2)"
3171,"('논리', 2)"
3172,"('전파', 2)"
3173,"('공작', 2)"
3174,"('촉각', 2)"
3175,"('환승', 2)"
3176,"('수저', 2)"
3177,"('가면', 2)"
3178,"('북위', 2)"
3179,"('례', 2)"
3180,"('준중형차', 2)"
3181,"('귀환', 2)"
3182,"('아반떼', 2)"
3183,"('시차', 2)"
3184,"('환전', 2)"
3185,"('광명', 2)"
3186,"('재건', 2)"
3187,"('북쪽', 2)"
3188,"('금강산관광', 2)"
3189,"('분당', 2)"
3190,"('전산', 2)"
3191,"('이체', 2)"
3192,"('오영식', 2)"
3193,"('서해', 2)"
3194,"('종전', 2)"
3195,"('입산', 2)"
3196,"('처가', 2)"
3197,"('훨훨', 2)"
3198,"('신속', 2)"
3199,"('경의선', 2)"
3200,"('부근', 2)"
