,Title,Date,count
6077,대기업의존 경제정책 빨리버려라! 핀란드 노키아를 보라!,18.08.02,1명
6078,주택 보유세 인상으로 세수 확보해서 서민경제 살려주세요,18.08.02,6명
6079,일본 불체자 6만6천여명 한국 31만여명 왜 이런건가요,18.08.02,50명
6080,포괄임금제 폐지해주세요!,18.08.02,12명
6081,노동유연성 높여서 강성노조 해고하라,18.08.02,6명
6082,대통령님 세금 걱정 좀 덜하게해주세요,18.08.02,8명
6083,어느 기업의 계약직 직원입니다,18.08.02,6명
6084,현대차 노조 파업 국가 경제를 위해 반대합니다.,18.08.02,40명
6085,장애인 고용 해 놓고 급여도 안주고 사기친 우지식을 처벌하길 소망합니다.,18.08.02,3명
6086,국회 원구성 대통령 권한으로 법 바꿔 원 구성 만들어주세요,18.08.02,2명
6087,비정규직 정규직 전환자들의 처우 개선 과 차별 대우에 대해,18.08.02,13명
6088,융통성없는 김영주 고용노동부 장관을 해임하라!!,18.08.02,12명
6089,일본노조,18.08.02,1명
6090,대기업규제 표풀리즘과 연관되나요? 이건 미친 나라입니다,18.08.02,3명
6091,주52시간 특례업종,18.08.02,3명
6092,"저녁있는 삶, 주52시간 근무 시행 이왕 할거면 확실하게 합시다.",18.08.02,13명
6093,주 52시간으로 일자리 창출?,18.08.02,4명
6094,담배값을 인하시켜주십쇼,18.08.02,7명
6095,주 52 시간 근무의 원칙으로 피해보는 주민....,18.08.02,5명
6096,대기업 사내유보금 처리방안,18.08.02,2명
6097,10년 가까이 임금인상 없는 (주)대교 처벌늘 청원합니다,18.08.02,5명
6098,"고용보험 內 실업급여, 청년취업지원금 폐지/개헌 청원합니다.",18.08.02,5명
6099,사업체 직장인 연차에 관하여 청원 드립니다.,18.08.02,4명
6100,고용노동부 청년취업성공패키지 수당지급,18.08.02,4명
6101,기간제 교사 채용 고려해주세요.,18.08.02,7명
6102,중소기업의 목소리를 들어주세요.,18.08.02,10명
6103,병역거부 한 사람 공무원 취업 반대,18.08.02,15명
6104,주52시간 근무 철회및 개정,18.08.02,24명
6105,규제완화 및 소기업육성 일자리 창출,18.08.02,1명
6106,난민반대,18.08.02,38명
6107,국회의원도 해고법 만들어 주세요,18.08.02,19명
6108,어렵게 마련된 국내일자리 (100억 가량)가 외국업체에 넘어 갈 위기입니다. 참여를 부탁드립니다.,18.08.02,"1,049명"
6109,저는 실업자가 되기 싫습니다.,18.08.02,1명
6110,자격제도 완화,18.08.02,3명
6111,주52시간 근무를 반대합니다,18.08.02,8명
6112,중소기업 청년내일채움공제의 확대,18.08.02,9명
6113,안종범-롯데 면세점관련 박근혜 지시 없었다.,18.08.02,1명
6114,"이명박,박근혜 前대통령 재산몰수, 최순실,정유라 모녀 재산몰수",18.08.02,9명
6115,52시간 근로제 예외업종에 포함바랍니다,18.08.02,11명
6116,임금체불 고용주 처벌강화 청원합니다.,18.08.02,13명
6117,경재좀 살려라,18.08.02,2명
6118,존경하는 대통령님 ‘52시간 근로시간’을 재검토해 주십시오.,18.08.02,21명
6119,창원시청 노인장애인과 과장이 공모에서 부정때문에 해고당했습니다,18.08.02,1명
6120,영세사업자 일자리 안정자금,18.08.02,2명
6121,사업장일부매각으로인한해고구제,18.08.02,0명
6122,국민을 위한  정치를 해주세요,18.08.02,2명
6123,인격이 무시당하지 않는 세상 만들어주세요,18.08.02,3명
6124,일자리만드는 방안,18.08.02,4명
6125,청년실업과 구인난이라는 모순,18.08.02,5명
6126,대통령님 저의 목소리를 들어주세요..,18.08.02,2명
6127,"아시아나항공 기내식대란사태, 박삼구 회장의 비리를 밝혀주세요",18.08.02,"5,749명"
6128,일자리 창출 고민 하시면 이것좀 봐주세요,18.08.02,1명
6129,일자리가 없습니다. 알바도 없습니다. 어떻게 살아야 합니까?,18.08.02,8명
6130,주52시간?? 저녁있는 삶?? 휴게시간만 늘려서 퇴근시간만 늦어지네요...,18.08.02,5명
6131,대통령먼저 주52시간 지켜라~~~~~~~~~~~~~~~~~~~^^,18.08.02,17명
6132,편의점도 최저시급 챙겨주게해주세요,18.08.02,4명
6133,좋은 해결방안을 검토해주세요...,18.08.02,2명
6134,52시간 패지해주십시오,18.08.02,17명
6135,"노동의 사각지대 주유소,LPG충전소 문제 해결해주시길",18.08.02,3명
6136,대국민 일자리엑스포 개최,18.08.02,1명
6137,강원랜드 채용비리 과연 강원랜드는  제대로 밝히고 있을까요?? 저는 피해자입니다,18.08.02,43명
6138,탈원전 신재생에너지 속도를 높혀 일자리 늘려보면 어떨까요,18.08.02,3명
6139,자영업 서비스직도 52시간 적용시켜 주세요,18.08.02,7명
6140,워라밸만큼 중요한 임금피크제에 국민모두의 합의가 필요합니다.,18.08.02,0명
6141,시간제 근무 시행하지 말아주세요. 제발요!,18.08.02,14명
6142,일본은 파업이 없다,18.08.01,1명
6143,하이마트 직원들 살려주세요,18.08.01,20명
6144,다문화는 하층민 죽이고 상류층만 잘살게 하는 제도,18.08.01,46명
6145,5인미만 사업장 근로기준법 개정,18.08.01,16명
6146,중소기업의 횡포를 제재해주세요.,18.08.01,3명
6147,정규직/계약직 너무 모르는 문재인대통령께,18.08.01,20명
6148,국가보훈 대상자가 아닌 자기자신이 4년동안 나라를 지켜운 군제대 부사관 취업 혜택,18.08.01,2명
6149,[세입자상점재산권]동네상인인 세입자가 관리하는 상점의 인지도도 재산으로 포함시켜주세요,18.08.01,3명
6150,주 52시간 근무 시행 폐지 해주세요.,18.08.01,38명
6151,교섭대표 노동조합의 최저임금법 위반 합의를 막아주십시오!,18.08.01,1명
6152,믿고 뽑은정권때문에 굶어죽게 생겨습니다.,18.08.01,15명
6153,대통령님..저희 얘기 들어주세요,18.08.01,9명
6154,청년 일자리마련 대책좀 해주세요.,18.08.01,3명
6155,52시간  다자녀  죽으라는듯~,18.08.01,26명
6156,정치적인 올바름이 부족한 게임물관리위원회의 남성직원의 비율과 연령대를 맞춰야합니다,18.08.01,11명
6157,최저근로시간 보장.,18.08.01,4명
6158,52시간 근로제,18.08.01,2명
6159,52시간 근로,18.08.01,10명
6160,삼성전자가 정부가 정한 52근로제를 따르지 않습니다. (휴게시간 관련),18.08.01,9명
6161,최저임금과 증세를 2019년에는 멈춰주세요,18.08.01,2명
6162,기본급 부터 올려야 시급이나 52시간 근무가 해결 됩니다!!!!,18.08.01,10명
6163,시급한 청원을 합니다,18.08.01,5명
6164,52시간이 우선? 입니까 늘어나는 계약직 정규화가 우선입니까,18.08.01,3명
6165,공무원시험 상시 CBT청원,18.08.01,2명
6166,문제인 대통령이 예멘에 가서 살아 보시고 판단하세요,18.08.01,23명
6167,"[판매직]대형 아울렛,백화점등 판매직의 노동시간은 생각해보셨나요..?",18.08.01,28명
6168,청소년들도 일할수 있어요,18.08.01,7명
6169,취업을 준비중에 겪은 부당한 행정에 관하여,18.08.01,2명
6170,다른 나라들처럼 외국인 임금차별법 제정해주세요. 너무 잘해주니까 의무도 안 하면서 자꾸 자기들 권리인 줄 알고 우기는 게 너무 싫습니다.,18.08.01,20명
6171,대통령님 52시간 근무시간 단축이 답이 아닙니다. 재 검토 부탁 드립니다.,18.08.01,40명
6172,52시간 제한 근로로 인해 시간외 수당으로 생계유지하였는데 원 월급 보장안을 아니면 수정안을 주십시요.,18.08.01,12명
6173,불법체류자 단속원 많이 뽑으세요. 일자리 창출입니다.,18.08.01,21명
6174,노름판(경제)  딜러(정부)의 딜러미스가 문제다!,18.08.01,0명
6175,60대 이후 일자리,18.08.01,4명
6176,청년들의고충,18.08.01,3명
6177,"주52시간  사업부문별, 근무형태별  고려하여 적용하도록 해주세요.",18.08.01,22명
6178,일용직은 주52시간 폐지해야 하는거 아닌가요? 아니면 자유의 선택으로 해야하는게 맞는거 아닌가요?,18.08.01,14명
6179,민주노총을 해체 시켜주세요,18.08.01,20명
6180,협력계약직 퇴직금 중도상환이 법대로 지켜지지 않습니다,18.08.01,2명
6181,롯데아울렛도 단축영업 하게 해주세요,18.08.01,3명
6182,피부 미용 실기 시험에 관하여 청원 드립니다. (일자리 늘리려고 하는데...),18.08.01,57명
6183,경직된 경제 정책 변화를 요구합니다.,18.08.01,9명
6184,문재인 대통령님  경제 살릴 자신 없으면 그만 내려오세요. 사회주의 정책 그만하시고요.,18.08.01,30명
6185,정부출연기관의 학연연구생 처우개선에 더욱 박차를 가해주십시오!!,18.08.01,4명
6186,제발 청년실업 동정여론 조성하지 말고 실업급여로 혈세 낭비하지 마십시오,18.08.01,5명
6187,경제를 살려야 합니다.,18.08.01,9명
6188,"국가경제 파탄..,주가폭락..기업도산..청년들이여 정신차려",18.08.01,4명
6189,4차산업혁명으로 인한 로봇세 도입을 추진 요구합니다,18.08.01,2명
6190,대통령님께 청원합니다.,18.08.01,4명
6191,주 52시간 세부적으로 다시 한번 수정 부탁드립니다.,18.08.01,29명
6192,NCS 국비지원 교육과정에 공부하지 않는 학생에 대한 탈락 제도를 만들어주세요.,18.08.01,17명
6193,채용 과정이 전일제 공무원과 동일한 시간선택제 공무원에 한해서 먼저 전일제로 전환시켜 주십시오~!,18.08.01,28명
6194,일본은 일자리가 넘쳐난다,18.08.01,4명
6195,왜 이렇게 일자리가 없나요? 왜 이렇게 취업하기위해 애를 써야하나요? 왜 이렇게 힘들어야 하나요?,18.08.01,0명
6196,통신사 근무시간및 전산운영시간 단축해주세요,18.08.01,2명
6197,관광산업 - 자가운전관광통역안내사(드라이빙가이드: Driving Guide) 제도화 내지는 법제화 청원,18.08.01,"1,098명"
6198,포괄임금제 폐지 청원,18.08.01,52명
6199,남이섬에 있는 짚와이어 근무자들에게 안전장비를 제공해주세요,18.08.01,0명
6200,철원군의 4대보험관할기관을 광역기준 춘천 또는 한지역 의정부로 단일화 시켜주세요.,18.08.01,3명
6201,근로기준법 63조 3항 삭제 요청,18.08.01,2명
6202,"최저임금의 직종별, 규모별 차등 적용 입법제안",18.08.01,9명
6203,철원군의 4대보험관할기관을 광역기준 춘천 또는 한지역 의정부로 단일화 시켜주세요.,18.08.01,1명
6204,임금역전현상 지속히 해결해주세요,18.08.01,0명
6205,일자리 창출대책 관련 제안입니다.,18.08.01,0명
6206,광주대리기사입니다,18.08.01,2명
6207,필독-자영업자의 눈물,18.08.01,5명
6208,이게 나라에서 원하던 52시간 저녁이있는삶인가요??,18.08.01,15명
6209,더 이할 자유를 달라,18.08.01,3명
6210,직원 100명이 직장을 잃고 길거리에,18.08.01,15명
6211,타투 합법화,18.08.01,6명
6212,주52시간 폐지 또는 최저시급 인상,18.08.01,10명
6213,태풍불고폭우쏟아질때.건설현장 중지시킵시다,18.08.01,2명
6214,주52시간 대통령먼저 실천해라~~~~^^,18.08.01,4명
6215,역갑질에 대한 처벌,18.08.01,3명
6216,성희롱업체 압구정 **헤어를 영업정지시켜주세요,18.08.01,8명
6217,전국항우노조의 입사와 승진,18.08.01,1명
6218,운수업 양수조건을 조금 낮춰주세요,18.08.01,0명
6219,대통령님 청와대에 SK매직 정수기  렌탈 부탁드려요,18.08.01,5명
6220,대통령님 현실을 아시는지요,18.07.31,5명
6221,학교행정실 시설관리직 유사경력 불인정되어 억울합니다.,18.07.31,1명
6222,반값 등록금 실현하라. 청년들 등골 부서진다,18.07.31,3명
6223,건설인력 사무소들의 갑질과 불법거래,18.07.31,5명
6224,생산직은 개돼지가 아니다,18.07.31,15명
6225,52시간 근무제 건의합니다,18.07.31,6명
6226,민주노총산하에건설노조 불법중국인 고용을 막아주세요,18.07.31,10명
6227,전자랜드 출근시간은 업무시작하기전이고 퇴근은 업무끝난뒤??,18.07.31,34명
6228,주 52시간 폐지해주세요,18.07.31,12명
6229,주52시간 주40시간 연장 12시간..하지만 쉬는 시간인가? 대기시간인가? 포함한..11시간13시간 도와주세요,18.07.31,2명
6230,백화점 영업시간 단축이 시급합니다.,18.07.31,67명
6231,노동자의 편만 드는 노동부와 근로기준법을 개선해 주십시오.,18.07.31,6명
6232,이제 곧 출산을 앞둔 아내의 남편입니다. 시간제 공무원에 관한 이야기입니다.,18.07.31,24명
6233,대한통운 본사 갑질 처벌 꼭 부탁합니다,18.07.31,9명
6234,너무나 억울한 인천시 공시생입니다.,18.07.31,7명
6235,사라진 일자리를 다시 속히 복원시켜야,18.07.31,0명
6236,서민을 위한나라 알바시급 1만원확정 시켜주십시요,18.07.31,0명
6237,신텍 상장폐지와 관련 공기업 남부발전에 납품 비리가 있는지  조사를 촉구합니다,18.07.31,52명
6238,52시간근무 제발좀봐주세요,18.07.31,13명
6239,알바도 사람입니다,18.07.31,1명
6240,주52시간 근무제와 유통업...간절 합니다...,18.07.31,9명
6241,서비스 계열 근무 및 급여 개선 청원합니다.,18.07.31,2명
6242,최저시급 개정안에 대해,18.07.31,10명
6243,새벽인력시장 조선족포함 외노동자 못하게 해주세요.,18.07.31,22명
6244,일반노동자(계약직)을 생각해주세요,18.07.31,2명
6245,대리운전업체의 횡포에 가까운 수수료와 대리기사의 수입,18.07.31,5명
6246,근로계약 시 휴게시간도 근로 시간으로 포함시켜 주세요,18.07.31,6명
6247,산업인력공단의 기사자격증시험을자주보게해주세요,18.07.31,1명
6248,대통령님 민주노총과 대화을 마련한자리청원합니다,18.07.31,1명
6249,중소기업 연장근무 수당을 왜 챙겨주지 않나요?,18.07.31,2명
6250,52시간에 대해서 법개정을 다시 검토해주세요,18.07.31,9명
6251,롯데 하이마트 멈추지 않는 갑질,18.07.31,42명
6252,일자리 만들기 부부공무원 정년 단축 시켜라~~^,18.07.31,5명
6253,퀴어축제 반대,18.07.31,37명
6254,누구를 위한 주52시간입니까?,18.07.31,16명
6255,시내거스 주52시간 관련,18.07.31,4명
6256,최저임금 올리지만 말고 단속 좀 해주세요.,18.07.31,1명
6257,일반 사업장도 근로기준법을 적용 가능하도록 법안을 마련해주세요,18.07.31,1명
6258,"주52시간 근무, 월급반토막 = 지지층 반토막",18.07.31,10명
6259,내가 본 이슬람 근로자들.....,18.07.31,117명
6260,일자리 무엇이 문제인가?,18.07.31,2명
6261,"일자리,공익자리 둘중아무거냐",18.07.31,1명
6262,나리망하는 근로단축 당장 중단하라~~~~^^,18.07.31,12명
6263,임용고시 사전티오 비교과  5년 로드랩과 너무 달라요,18.07.31,12명
6264,임금 지급 관련 입니다 들어 주세요,18.07.31,5명
6265,5인미만 사업장도 근로기준법 적용시켜 주세요~,18.07.31,5명
6266,포괄임금제 폐지 요청 및 주52시간 관련,18.07.31,406명
6267,계약직의 공휴일을 찾아주세요.,18.07.30,1명
6268,주52시간에 대한 이야기입니다.,18.07.30,4명
6269,52시간 근무제 폐지,18.07.30,13명
6270,시내버스 기사52시간 근무에 대하여,18.07.30,16명
6271,예먼 가짜난민 절대입국불허다,18.07.30,57명
6272,한시임기제 폐지해 주세요,18.07.30,8명
6273,비정규직 철폐,18.07.30,2명
6274,"난민수용반대, 불법체류자추방, 외국인노동자 취업비자 불허",18.07.30,72명
6275,주52시간 이해가 안갑니다!,18.07.30,3명
6276,정규직 체계를 없애주십시오,18.07.30,8명
6277,정규직 체계를 법으로 없애주십시오.,18.07.30,1명
6278,불체류  외노동자가 300백만 이상추산,18.07.30,29명
6279,제 국적을 말소하시고 대한민국에 난민으로 받아주시기를 청원합니다,18.07.30,25명
6280,한옥마을 관광객들 문제해결 방법 있어요.,18.07.30,0명
6281,생산직은 사람도 아니냐?,18.07.30,12명
6282,주 52시간 폐지,18.07.30,24명
6283,일자리와 고용이 왜 이러지요,18.07.30,6명
6284,물가좀내려주세여,18.07.30,4명
6285,병역법 개선하여 청년실업 해결하고 서민경제 살리자,18.07.30,2명
6286,미치겠습니다. 공무원 분들 사업하는데 발목은 잡지 말아 주십시오.,18.07.30,68명
6287,♥청와대 일자리 창출수석 인사발령 청원♥ ♥문재인 대통령 면담 청원♥,18.07.30,1명
6288,실업급여 폐지,18.07.30,8명
6289,일자리 상황판 매일매일 업데이트가 안됩니다,18.07.30,1명
6290,건설현장불법체류중국인들.......,18.07.30,19명
6291,실업급여 폐지신청 청원합니다,18.07.30,8명
6292,무력전쟁 만이 침럐인것이 아니다,18.07.30,31명
6293,장애인활동지원사 휴게시간,18.07.30,9명
6294,장애인활동지원사 휴게시간,18.07.30,5명
6295,쿠팡맨의 갑질은 대체 뭡니까?,18.07.30,16명
6296,농협  계약직사원  전환건,18.07.30,2명
6297,자영업자 보호를 위해 전자세금계산서 발행후 결제 않해주는 모든 불량업체 혼내 주세요,18.07.30,"2,178명"
6298,화물 운송료,18.07.30,14명
6299,시급만 인상하면 뭐해요,18.07.30,9명
6300,출퇴근시간 서울-수도권 2층버스 증설 지원 어떤가요?,18.07.30,0명
6301,자영업자가 죽어가고 있다,18.07.30,5명
6302,갑질금지법 발의요청 - 쿠팡과 협력업체 KTCS의 위법한 갑질 경영,18.07.30,1명
6303,이영표 해설 금지,18.07.30,7명
6304,일 하고 십습니다,18.07.30,8명
6305,촛불집회 로 난민신청자와 불법체류 자들 몰아냅시다,18.07.30,42명
6306,중장년층 일자리도 관심을 가져주세요.,18.07.30,5명
6307,대기업의 법인세 인상으로 투자유치 유도와 경제 민주화 방안,18.07.29,1명
6308,"근무시간,최저임금",18.07.29,0명
6309,꿈없는 청소년들을 위해  일자리 대책을 마련해주십시오,18.07.29,1명
6310,언제쯤 이나라가 정상적인 나라가 되겠습니까,18.07.29,6명
6311,외국인 노동자에 급속히 일자리를 잃어가는 일용직 노동자 구제책 제안 - 경기활성화,18.07.29,15명
6312,난민 신청 반대합니다.,18.07.29,39명
6313,계약직 관련해서 문의를 드립니다.,18.07.29,0명
6314,사업재기를 위해 애쓰는 사업주에대한 신용기관및대출기관의 기준은 달라야한다고 생각합니다,18.07.29,3명
6315,최저임금 인상과 차등시급제 건의,18.07.29,2명
6316,소득주도사업보다 더 좋은 주도사업,18.07.29,0명
6317,여자입장에서보면,18.07.29,1명
6318,"주5일, 52시간이 뭔가요?",18.07.29,7명
6319,cj 대한통운 반성하십시오,18.07.29,12명
6320,난민 추방해라 오늘보다더나은 내일을 만들기위해서 국민들은 문정권을 뽑았습니다,18.07.29,28명
6321,저기요,18.07.29,0명
6322,청년취업의지를 꺾는 지속적인 공기업 채용비리,18.07.29,6명
6323,정년 연장없는 공공기관 직원 임금피크제 철회,18.07.29,26명
6324,공공기관 비정규직 정규직 전환 예산지원,18.07.29,2명
6325,일자리문제해결방법,18.07.29,3명
6326,여성할당제 이제는 폐지해야됩니다,18.07.29,6명
6327,급여,18.07.29,3명
6328,공무원도 52시간 적용하시죠!!!,18.07.29,23명
6329,청년실업문제,18.07.29,3명
6330,공무원급여 삭감 · 2019 동결,18.07.29,6명
6331,건설현장 노동시간 단축 - 누구를 위한 제도개선인가,18.07.29,8명
6332,보건복지부 이상한 법 계정,18.07.29,0명
6333,건설 일용직 퇴직금 제도 개선,18.07.29,27명
6334,의류 라벨갈이  못하게 해주세요,18.07.29,5명
6335,국경일 유급휴일은 소기업부터,18.07.29,5명
6336,다이소 문구 판매 소상공인 문구점 줄줄이 패점,18.07.29,10명
6337,주52시간 근무 문제점,18.07.29,10명
6338,(별정직) 법원보안관리대 정규직 전환,18.07.29,2명
6339,경찰 소방관 채용방식개선,18.07.29,12명
6340,전국 인력 용역사무소,18.07.29,1명
6341,노동자의 90%인 중소기업노동자는 누가 대변합니까?,18.07.29,8명
6342,주 52시간제 도입 연착륙을 위한 대기업의 갑질 방지,18.07.29,1명
6343,건설 일용직 퇴직금 제도 개선,18.07.29,1명
6344,"대통령, 장/차관, 도지사, 국회의원도 모두 근로기준법 정년에 연동되게 합시다~!!",18.07.29,11명
6345,미용업주들의 전직원 4대보험 의무화 근로계약서 의무화,18.07.29,2명
6346,한국에 트럼프 안ㅇ나오냐,18.07.29,14명
6347,근로자 생계 고려없는 근로시간 단축반대,18.07.29,12명
6348,자발적 실업자도 실업급여 지급해주세요,18.07.29,7명
6349,영세요식업5인미만  종사자 주 72시간일한다  개선 해달라,18.07.29,3명
6350,주52시간에 대하여,18.07.29,7명
6351,50만 보험설계사들의 최저생계비 보장해주세요!,18.07.29,3명
6352,현 52시간에 대하여.... ?.,18.07.29,8명
6353,'근로시간 52시간 개정' 중소기업까지 조기 확대 시행되어야 합니다.,18.07.29,4명
6354,주52시간 근로자의 자유권 침해 ㅡ 헌법소원 합시다,18.07.29,7명
6355,누구도 원하지 않는 근로단축 왜 하는지 모르겠다.,18.07.29,4명
6356,제발 대한민국 벤처기업에서 일할수있도록 산업기능요원을 늘려주세요,18.07.29,1명
6357,최저임금 인상과 차등시급제 건의,18.07.29,3명
6358,주 52시간에 따른 퇴직금 정산,18.07.29,10명
6359,안녕하십니까? 진주 사회복지직의 복지에 대해 한목소리 드립니다.,18.07.29,3명
6360,주 52시간 근무제의 대한 의견입니다,18.07.29,12명
6361,동화스토리텐스토리의  악덕 가맹행태를 고발합니다.,18.07.29,0명
6362,자동차업계 노조들 제발 파업못하게해주세요,18.07.29,28명
6363,외국인 노동자와 내국인 노동자 최저임금이 같다?,18.07.29,26명
6364,획기적 일자리 해결방안 제시합니다.청와대 관계자분들 꼭 봐주세요.,18.07.29,3명
6365,지역별로 최저임금 기준을 달리해야 합니다,18.07.28,1명
6366,주52시간 근무 문제점,18.07.28,8명
6367,감단직도 사람입니다,18.07.28,6명
6368,간호간병통합병동에서 근무하는 간호사 간호조무사 임금 차등 지급해주세요.,18.07.28,13명
6369,문 대통령의 웃끼는 일자리 정책,18.07.28,4명
6370,삼성라이온즈 감독 김한수 퇴진,18.07.28,0명
6371,인력및 퇴직공제,18.07.28,2명
6372,청년일자리를 초등학교 교사보충으로,18.07.28,1명
6373,일자리정책에 대해서 ...,18.07.28,4명
6374,근로시간 단축 외에 회식문화도 바꿔주세요,18.07.28,5명
6375,내수활성화 시킬려면 모바일결제 간편화와 지원정책이 필요합니다.,18.07.28,1명
6376,어떻게 일자리를 창출할 것인가,18.07.28,3명
6377,죽을라고하는건지,18.07.28,4명
6378,일자리 창출과 규제혁파를 통하 혁신성장,18.07.28,581명
6379,52시간은 누굴위한건가요,18.07.28,7명
6380,석포제련소를 지켜주셔요.,18.07.28,4명
6381,경제부총리가 왜 naver 를 위해 노동시간 관여하나?,18.07.28,1명
6382,최저임금 적용범위에 대한 청원을 합니다,18.07.28,2명
6383,17년 5월 이전 입사자에 대한 연차혜택,18.07.28,11명
6384,청년 일자리많이만들어주세요,18.07.28,2명
6385,청년내일채움공제- 왜 일안하고 놀던 사람에게 지원해 주시나요??,18.07.28,6명
6386,원자력 공학도들의 인생을 방치할 것인가? 대책을 요구합니다,18.07.28,30명
6387,소상공인과. 자영업자들. 살리는 방법 제안 합니다ㆍ,18.07.28,3명
6388,고용노동부의 청년내일채움공제 신청불가자,18.07.28,6명
6389,농협은행 비정규직 정규직화에 대하여,18.07.28,10명
6390,자국민도 힘든일할수있습니다,18.07.28,14명
6391,주진형을 경제 수석으로... 가즈아~~~,18.07.28,1명
6392,레바논 내전  기억하세요 이슬람의 무서움을,18.07.28,51명
6393,시화 공단 가구 공장  7년 넘게 인거비  안준다,18.07.28,0명
6394,학원강사도 4대보험 해주세요!! 아니면 사업자번호를 주세요!!,18.07.28,6명
6395,맥쿼리를 한국기업으로 교체하는것은 일자리창출의 기회에요,18.07.28,5명
6396,"신텍, 공기업 남부발전 공사대금 미지급으로 회사 존립위기",18.07.28,548명
6397,국기선양과국복무,18.07.28,3명
6398,공영홈쇼핑 낙하산인사관련보도 대표선임에 관하여,18.07.28,2명
6399,장애인과 비장애인이 살아가는 아름다운세상,18.07.28,2명
6400,장애인 일자리 창출많이해주세요,18.07.28,4명
6401,감시적 단속적 근무제도 개선,18.07.28,15명
6402,불법난민 불법체류자 다 집에보냅시다.,18.07.28,37명
6403,일자리좀 만들어주세여,18.07.28,2명
6404,알바님을 모시고 사는 직원입니다.,18.07.28,1명
6405,공공기관의 정규직화의 바램,18.07.28,2명
6406,"자발적 퇴사자에게도 지급예정이라는 실업급여 , 고용보험부담은 누가합니까?",18.07.28,16명
6407,알바의 갑질을 멈추게해주세요,18.07.28,5명
6408,2018년 민간해외 취업알선 지원금 중단과 관련 피해 건,18.07.28,3명
6409,5인 미만 사업장에도 근로기준법을 적용해주세요,18.07.28,24명
6410,조선소에서 일하던노동자들,18.07.28,5명
6411,민주노총 직원들의 창업을 기원합니다.,18.07.28,1명
6412,기업의 사회 상생 점수를 정부와의 용역계약 입찰업무에 반영하자.,18.07.28,1명
6413,자영업자를 울리지 마라,18.07.28,3명
6414,기업들의 눈속임 (채용의 진실),18.07.28,4명
6415,일자리 늘릴려면 최저임금 내리면 됨,18.07.28,4명
6416,신동빈 회장의 석방을 요청드립니다.,18.07.28,0명
6417,조현우 유럽진출을 허락해주세요,18.07.28,0명
6418,일반 기업도 채용 비리 수사해야 합니다,18.07.28,2명
6419,폐형광등재활용사업 !브랜드별 회수처리 폐지 청원,18.07.28,11명
6420,국방과학연구소 등 공공부문 비정규직 전환의 실태,18.07.28,19명
6421,주52시간에 대하여 근로자 보호를 해주세요,18.07.28,13명
6422,공기업 지역인재할당 당장폐지해주세요,18.07.28,2명
6423,일자리에 대한 간절함과 사람이 없는 문재인정부에게 강력한 법개정과 사형제 부활을 주장합니다.,18.07.28,4명
6424,공공기업(공사)에서 기생하는 개인기업의 정규직전환이라는 명분아래 공사편입 절대 반대합니다,18.07.28,2명
6425,대통령님께,18.07.28,0명
6426,신태용 감독 유임 청원합니다,18.07.28,1명
6427,흥민이형 연봉 절반만 주세요,18.07.28,1명
6428,실업률은 높은데 직원은없다,18.07.28,10명
6429,경력단절여성들을 두번죽이는 제도를 고쳐주세요,18.07.28,2명
6430,"현대판 노예제도 간호조무사 현장실습, 개선 해주세요.",18.07.28,26명
6431,아르바이트 면접 탈락시에도 면접자에게 연락을 필히 주어야합니다.,18.07.28,4명
6432,비리및 뇌물,18.07.28,2명
6433,급여,18.07.28,0명
6434,에브라를 특별귀화 해주세요.,18.07.28,1명
6435,노이어를 특별귀화 시켜주세요,18.07.28,2명
6436,"조현우 EPL,라리가 밀어주십시오.",18.07.28,0명
6437,주52시간 대통령먼저 실천해라~~~~^^,18.07.28,5명
6438,조현우 리버풀 보내주세요,18.07.28,0명
6439,무기계약직 처우개선,18.07.28,5명
6440,조현우를 리버풀로 보내주세요,18.07.28,1명
6441,저는 차상위계층인데 자살시도를 했었어요 살아생전 소원은  엄마아빠를위해 차상위계층반복참여 허용해주세요.공공근로사업일자리,18.07.27,6명
6442,공무원만 사람입니까,18.07.27,8명
6443,영세사업자를 죽이는 제도로 변질된 고용촉진지원금 제도 개선 청원,18.07.27,29명
6444,노인 일자리도 신경 좀 쓰세요,18.07.27,2명
6445,모병제 실시를 청원합니다,18.07.27,3명
6446,불법체류 외노자 및 조선족 추방,18.07.27,46명
6447,300인 이상 사업장만이 아닌 중소기업에도 52시간근무제를 해주세요,18.07.27,1명
6448,주 4일근무제는 어떤지 검토해주세요,18.07.27,1명
6449,공군 조종사 지원 조건인 ‘시력교정술을 받지 읺았어야 함’을 폐지해 주십시오.,18.07.27,0명
6450,모험 기업으로 가는 투자금에 대한 세제 혜택,18.07.27,1명
6451,해외 여행사의 여행상품 총액제 적용을 청원합니다(세금 부가세 표기),18.07.27,15명
6452,남자도 시계업에 종사하고 싶습니다ㅜ,18.07.27,0명
6453,물가좀 내려주세여,18.07.27,2명
6454,대한항공 승무원 부족으로 너무 힘드니 제발 도와 주세요,18.07.27,339명
6455,5인 미만 사업장 알바 퇴직금 및 주휴수당 제도,18.07.27,143명
6456,우리회사 인사팀 혼내주세요  ! !,18.07.27,3명
6457,대림.안산.수원.등등.곳에.인력 사무소 없애버려라,18.07.27,18명
6458,수도권 인구 집중,18.07.27,2명
6459,대한민국 국민 임금  30프로  삭감해주세요 ! !,18.07.27,4명
