,Title,Date,count
2924,5인미만 영세사업장 최저임금 적용 제외로 민생경제를 살립시다,18.09.21,5명
2925,비정규직을 정규직으로의 전환,18.09.21,4명
2926,불법난민 불법체류자 추방합시다,18.09.21,23명
2927,건설 일용직 노동자 입니다,18.09.21,18명
2928,건설노동자 일자리,18.09.21,5명
2929,문재인 = 벌거벗은임금님,18.09.21,20명
2930,내년 최저임금 동결하라,18.09.21,4명
2931,취업우선순위와 국가경제위기,18.09.21,3명
2932,살려주세요ㅠㅠ힘들어요,18.09.21,8명
2933,일자리에 대해서,18.09.21,2명
2934,일자리 대책,18.09.21,2명
2935,청와대 장아무개 얼굴좀 안보이게 해줘요,18.09.21,6명
2936,문재인정권 왜 자영업자를 천대하나,18.09.21,14명
2937,최저임금 그만 올려야 될 것 같아요 공무원들은 아무 상관없지만요,18.09.21,1명
2938,최저임금으로 나라망했다는 말 들어보셨나요?,18.09.21,18명
2939,전국의 24만 보육교사를 교육 공무원으로 인준하여야 합니다.,18.09.21,22명
2940,5인이하 소규모 가정어린이집  도 연차을 사용할수있도록해주세요,18.09.21,0명
2941,소상공인대출에대하여,18.09.21,4명
2942,이론과 실전 2,18.09.21,0명
2943,이론과 실전,18.09.21,0명
2944,근로시간,18.09.21,2명
2945,"난민법폐지 난민,불법체류자 추방시켜야합니다.",18.09.21,26명
2946,경제 살릴방법?,18.09.21,5명
2947,월산 M버스 언제 개통되나요 (7월에 된다더니),18.09.21,0명
2948,사람을 칼로 찌르고(자영업자) 수술로 살려보겠다는 정책(지원)을 그만 두세요!!!,18.09.21,6명
2949,일자리 문재는 지방과 함께 할때  성공할수 있습니다.,18.09.21,0명
2950,박근혜정권이  훌륭했다,18.09.21,15명
2951,네이버의 무책임한 정책으로 대한민국에 넘쳐나는 컴퓨터 수리,18.09.21,1명
2952,최저임금으로 인한 일자리 감소 대안을 제시합니다,18.09.21,3명
2953,문재인정부.1년밖에.않됐다,18.09.21,1명
2954,언제까지 문제터지면 세금으로 매꿀작정인가요?,18.09.21,20명
2955,일자리정책은.단기간에.해결돼지않는다.,18.09.21,1명
2956,"청년층 일자리 창출에 장년층 고용 창출은 안중에도 없는 아마추어 정부 정책, 이래도 되는 것인가?",18.09.21,4명
2957,일자리정책은.단기간에.해결돼지않는다.,18.09.21,1명
2958,문재인은 제2의 김영삼,18.09.21,6명
2959,소상공인 카드수수료 인하는 반쪽짜리 밖에 안됩니다,18.09.21,1명
2960,문재인은 통일부장관이 제격입니다.,18.09.21,4명
2961,관련 법조항을 알려 주세요..,18.09.21,1명
2962,"보수는 유능하나 부패하고, 진보는 정직하나 무능하다",18.09.21,6명
2963,대한민국 경제 파탄 왔음,18.09.21,13명
2964,국민연금 운용능력  안되면 연금 폐지해라!,18.09.21,18명
2965,꼴통짓 한다고 자한당표 더불당표 안된다!,18.09.21,1명
2966,최저임금 문제점 이렇게 개선하라,18.09.21,4명
2967,일자리 창출을 이런 식으로 해보는 것은 어떤지요?,18.09.21,5명
2968,남탓 좀 그만해라 ㅡㅡ,18.09.21,13명
2969,장하성의 행패를 막아 주십시오.,18.09.21,18명
2970,일자리가 없어서 취직은 안한다고요?,18.09.21,4명
2971,5인미만 회사 근로시간,18.09.21,11명
2972,지하철내 엘리베이터 공무원전환 청원합니다,18.09.21,4명
2973,도서관에 다니는 청년들에게 청년수당을 지급해 주세요.,18.09.21,2명
2974,IBK국책은행 기업은행 자회사 강행 진실 혹은 거짓!!!!!!!,18.09.21,3명
2975,정책관련,18.09.21,1명
2976,물가ㆍ기름값만 일단내려봐라,18.09.21,0명
2977,영세 소상공인 자영업자 지원 법제화,18.09.21,0명
2978,일자리 만든다며 쓴 국민 세금 50조원 어디로 갔나요,18.09.21,17명
2979,아웃소싱 도급업체 폐지 없애야합니다 심히 시급합니다,18.09.21,5명
2980,"1+1=2, 장하성+최저임금=경제파탄",18.09.21,21명
2981,경제 발전과 일자리 창출,18.09.21,3명
2982,Cj메가허브 물류창고 일하지마세요 억울해서 적어봅니다.,18.09.21,1명
2983,공공기관 구내식당을  없애면,18.09.21,10명
2984,일자리창출 에 고용노동부 책임 묻지않을수없다,18.09.21,4명
2985,말만공무원최저시급받는사립유치원교사,18.09.21,2명
2986,청년고용지원금에 대한 오류,18.09.21,0명
2987,일자리 자금 제대로 쓰이는지 감사해아,18.09.21,5명
2988,회사내의 도급 및 하청용역화 금지,18.09.21,1명
2989,지금 실업률 심각합니다. 자영업은 더 심각합니다.,18.09.21,12명
2990,굶어 죽게 생겼습니다,18.09.21,25명
2991,쇼핑몰 운영 자영업자,18.09.21,1명
2992,경제 참사 .,18.09.21,20명
2993,고용창출,18.09.21,2명
2994,고용창출 실업률 향상,18.09.20,2명
2995,시급직 생업 종사자들을 위한 특성을 못살려낸 시급인상과 단축근무의 문제점,18.09.20,1명
2996,원자력발전소 다시짓게 해주세요,18.09.20,10명
2997,스타트업과 소상공인의 입장에서 최저임금을 배려해주세요,18.09.20,1명
2998,청년사업가입니다. 최저임금때문에 걱정해야하는 제가 이상한건가요?,18.09.20,10명
2999,대한민국 제1회 취업 올림픽을 개최합시다.,18.09.20,0명
3000,학교에서 일하는 행정실직원기타 직원들은 왜 근무시간이 8시간인가요?,18.09.20,1명
3001,말 뿐인 직영화,18.09.20,1명
3002,학력을 철폐할 제도적 장치를 만들기를 촉구한다.,18.09.20,1명
3003,참여정부의 대통령 모습이 왜 오버랩 될까?,18.09.20,1명
3004,외국인 불법체류 근로자를 추방해주시라.,18.09.20,35명
3005,특성화고 실습제도 변화,18.09.20,4명
3006,중소기업 청년 내일채움공제에 대한 청원,18.09.20,12명
3007,외노자를 쓰더라도 우리말 배우고 알아듣는 놈 쓰자,18.09.20,11명
3008,난민 불법체류자 추방하세요,18.09.20,37명
3009,우리가 마루타입니까??,18.09.20,6명
3010,외노자300만.불법체류자.32만.국내실업자 110만..외노자.불체자 정리 해야 국내 실업률 떨어 집니다.,18.09.20,36명
3011,최저임금 안주는 기업 입사하고 싶지 않아요~~,18.09.20,3명
3012,난민 불법체류자 당장 추방하세요,18.09.20,35명
3013,청년 취업성공패키지 운영 사항 제고,18.09.20,38명
3014,최저 임금 탓하는 사장님들 보세요.,18.09.20,9명
3015,"문대통령은 청와대  ""대한민국 일자리 현황""판 앞에서  일자리 현황에 대해  브리핑 좀 해보시오.",18.09.20,7명
3016,김영주 제정신이요 노동부 장관이 되어 가지고 원인 파악도 못하고 정치에  휩쓸려서,18.09.20,10명
3017,일자리,18.09.20,1명
3018,김동연경제부총리등  응원 합시다,18.09.20,7명
3019,불법체류자 추방합시다.,18.09.20,24명
3020,대통령님과의 독대를 신청합니다,18.09.20,4명
3021,2019년 공무원 임금,18.09.20,5명
3022,장애인일자리를좀대폭늘려주세요,18.09.20,1명
3023,"채용공고 시, 연봉정보 공개 의무화를 청원합니다.",18.09.20,1명
3024,대통령님 일자리제안 국민이 얼마나 참여하고 있는지 확인하시고 실행은 얼마나되고있는지,18.09.20,5명
3025,공무원 수를 대폭 줄여 주시기를 간청합니다.,18.09.20,21명
3026,공대 및 국가자격증,18.09.20,2명
3027,"사람이 먼저다? NO ""이념""이 먼저다!",18.09.20,23명
3028,청년 일자리,18.09.20,2명
3029,경제 한달이면 충분히 살리고 남는다,18.09.20,5명
3030,제발 장하성씨좀 어떻게 해봐요~~~,18.09.20,23명
3031,자영업자 폐업 신기록 경신중~~~,18.09.20,13명
3032,청와대 참모진 여러분 국민제안에 귀 기울여보십시요,18.09.20,9명
3033,바뀌는연차과련,18.09.20,1명
3034,소상공인+중소기업 지원방안,18.09.20,1명
3035,중소기업 장기근속을 위해 사내 폭언이나 괴롭힘 가해자의 심리상담 지원을 청원합니다.,18.09.20,1명
3036,취업자 감소의 주요 원인,18.09.20,0명
3037,영업권이 있어야 일자리가 늘어 납니다.,18.09.20,0명
3038,실업자 정책에 대한 제언,18.09.20,2명
3039,소득주도성장이 문제가 아니라 습관 된 기업의 오만함이 문제다.,18.09.20,1명
3040,문재인 대통령님. 장하성 교수님  무급으로 일하세요. 경제 회복전까지,18.09.20,21명
3041,청년내일채움공제....,18.09.20,0명
3042,소규모 건축관 련업 일자리 늘리기 방법,18.09.20,0명
3043,"정부가 직접! 외국 및 국내 항공사들에게 갑질해주세요!(고용쇼크해결, 국민안전, 국내항공사갑질해결)",18.09.20,140명
3044,고용불황,18.09.20,6명
3045,일자리 - 건설현장 불법하도급으로 인한 폐해 - 구체적 진술,18.09.20,141명
3046,대한민국 대기업 노조위원장 이대로 놔둬도 되는건가요?,18.09.20,6명
3047,문제는 경제야 바보야,18.09.20,16명
3048,최저임금으로 나라망했다는 말 들어보셨나요?,18.09.20,23명
3049,"30만 동의 가즈아!! 3가지 법률제정으로, 정부가 직접 국내외 항공사들에게 갑질해주세요!!  (고용쇼크해결, 국민 안전, 국내항공사 갑질방지)",18.09.20,1명
3050,중소기업 고용인센티브를 통한 고용률 증대방안,18.09.20,1명
3051,"불법외국인들좀,,,내보내요  제발,,,",18.09.20,22명
3052,일자리예산 감사원 감사청원,18.09.20,6명
3053,"일자리창출,공개공모제안",18.09.20,1명
3054,협력업체를 대기업정직원 으로채용,18.09.20,1명
3055,IBK국책은행 기업은행 자회사 강행 조사해주세요!!!!!!,18.09.20,4명
3056,재정투자 일자리창출 어떻게 할 것인가 ?,18.09.20,2명
3057,초월적 경제특구 개발 (일자리 창출),18.09.20,0명
3058,일자리예산사용처 감사원 감사 청원,18.09.20,4명
3059,일자리창출의 건,18.09.20,1명
3060,일반직 / 정무직 공무원 급여 및 수당 감액,18.09.20,11명
3061,고용창출에 관한 건,18.09.20,0명
3062,박근혜전대통령과문재인대통령,18.09.20,19명
3063,주4일 근무제 도입해주세요.,18.09.20,3명
3064,청년내일채움공제 최종학교에 야간대학도 포함시켜주세요.,18.09.20,3명
3065,청년 일자리 증원,18.09.20,0명
3066,일자리,18.09.20,2명
3067,취업률? 당장 실업급여및 구직지원금 다 폐지하고 취업해서 일하는사람한테 지원금 줘라,18.09.20,8명
3068,이 바보같은 일자리 정책관들아 불법외국인들만이라도 처리하라 그럼 많은 일자리가 생긴다,18.09.20,19명
3069,# 창업열풍을 통한 일자리 창출 및 중소기업 살리기 비책,18.09.20,1명
3070,서울시에서 운영중인 서울일자리 포털같은 프로그램을 전국적으로 확대해서 일자리관리합시다.,18.09.20,0명
3071,차라리 최저임금 15000원으로 올리세요,18.09.20,13명
3072,보험설계사 급여는 누가 책임져줍니까?,18.09.20,0명
3073,"""갑질""로 부터 보호받을 수있게 해주세요.",18.09.20,3명
3074,최저임금 문제,18.09.20,8명
3075,자영업자 4대보험,18.09.20,4명
3076,550만 자영업자 가족 2000만명 다 죽는다. 일부 대기업 혁명적 조치 필요하다,18.09.20,7명
3077,장하성과 추미애의 말처럼 경제가 잘 나가기를 기다려 봅시다.,18.09.20,6명
3078,외국기업 일자리 확충을 청원합니다,18.09.20,18명
3079,청년재직자 내일채움공제  진짜 실효성 있게 바꾸세요,18.09.20,9명
3080,자영업자 좀 도와주세요,18.09.20,14명
3081,기름값 하향 조정 검토바랍니다.,18.09.20,3명
3082,한전 배전단가 운영방안의 문제점 제기 - 실업문제 해결에 역행하는 정책,18.09.20,6명
3083,사형선고 멈춰줘요,18.09.20,3명
3084,"지금 고용 참사가 ""10년 전 4대강 사업 때문""이라니, 올바른 정신을 갖고 있는 사람인가요.",18.09.20,15명
3085,소득주도성장론은 허구이고 대실패다,18.09.20,8명
3086,왜 연말되면 일자리가 늘어날꺼라 하는줄 아세요??,18.09.20,7명
3087,"비정규직 근로자 정규직 전환 3단계, 이렇게 추진하여야  큰성과 낼수 있습니다.",18.09.20,3명
3088,제발 장하성 내치시요 지네아파트 경비원들 52명 잘리게 생겼다,18.09.20,17명
3089,자영업자 폐업 100만명넘는다 신기록에 도전한다,18.09.20,10명
3090,52시간폐지,18.09.20,12명
3091,일자리늘리기,18.09.20,0명
3092,잊었나요? 고용개선,18.09.20,1명
3093,외국인들 기술 교육 시키고 국내 취업 시키는 것 중단해 주세요.,18.09.20,570명
3094,국민 연금에 대한 질문,18.09.20,1명
3095,최저임금 관련 신개념이 필요하다고 생각 합니다.,18.09.20,0명
3096,고용노동부 쿼터제,18.09.20,6명
3097,산업인력공단의 역할,18.09.20,1명
3098,이해가안되서 왔습니다,18.09.20,13명
3099,일자리 확대 정책 제안,18.09.20,5명
3100,청년실업 고용대란 해결책은 4차산업 육성으로 해결 합시다.,18.09.20,3명
3101,한전 배전단가 협력업체수 산정 기준,18.09.20,3명
3102,일자리 확보 방안,18.09.20,2명
3103,[긴급제안] 정부에서 일자리 수십만개 만들어 주세요.,18.09.20,1명
3104,일거리 뺏어서 일자리 창출로 눈속임 그만두세요.,18.09.20,6명
3105,고용악화 정책..,18.09.20,1명
3106,폐지줍는 어르신들!,18.09.20,1명
3107,대통령 직을 걸고 경제 회복시키라,18.09.20,21명
3108,공공기관 정규직전환때문에 일자리 없어졌습니다,18.09.20,6명
3109,불법체류자 출입국사무소로 꼭 신고합시다,18.09.20,19명
3110,경제가 죽어가고 있습니다.,18.09.20,20명
3111,기다려보자는  여당과 촛불정부의  한심한 변명!!!,18.09.20,17명
3112,독과점대기업 머슴으로 전락된 촛불정부!,18.09.20,4명
3113,고용악화는 사회전반공직자들 책임이지 장하성.김동연두사람책임만이 아니다,18.09.20,10명
3114,최저시급과 자동차,18.09.20,4명
3115,소득주도 성장,18.09.20,255명
3116,대기업 쳐다보는 한심한  경제정책! 나라망한다!,18.09.20,6명
3117,경제민주화없인  답이없다!  지금은 경제재난사태다!,18.09.20,3명
3118,소득경제?,18.09.20,2명
3119,제조업  건설쪽 외국인 근로자들이 잠식해결해야 일자리창출,18.09.20,14명
3120,국민연금 개혁,18.09.20,4명
